pm2_5,pm10,co,no2,so2,o3,temp,humidity,pressure,wind_speed,aqi_label
2.6,3.52,123.95,0.89,0.64,51.43,27.98,86,1010,2.57,good
6.49,22.18,73.4,0.06,0.36,55.82,20.14,83,1013,4.63,fair
6.49,22.18,73.4,0.06,0.36,55.82,21.1,83,1013,4.63,fair
9.77,16.77,85.18,0.62,1.3,64.66,16.12,51,1017,2.06,fair
0.69,1.96,65.88,0.18,0.09,23.28,30.9,66,1012,7.6,good
0.71,2.24,65.03,0.12,0.07,21.64,30.96,66,1012,7.6,good
0.7,2.22,65.08,0.1,0.06,20.45,30.8,66,1011,7.6,good
1.47,7.81,61.58,0.03,0.14,48.3,27.88,71,1011,3.63,good
1.3,1.58,35.54,0.04,0.03,2.57,27.21,71,1011,0.27,good
1.24,1.73,65.79,0.11,2.22,20.17,30.75,67,1010,1.59,good
7.31,8.83,179.28,4.2,3.59,31.63,30.23,72,1011,3.09,good
23.36,25.5,476.81,11.46,2.16,20.27,28.05,78,1011,3.6,fair
7.08,8.62,164.79,3.88,3.75,33.59,30.57,73,1011,3.09,good
39.7,96.79,478.22,11.25,2.28,22.7,27.99,44,1001,4.12,moderate
33.83,88.44,115.9,0.13,0.69,90.31,27.09,74,1002,4.63,moderate
3.25,8.81,167.25,1.0,0.22,83.66,26.08,47,1003,5.14,fair
7.25,11.13,189.05,7.01,2.98,48.53,3.4,52,1023,3.37,good
12.45,14.58,166.83,3.98,2.48,66.02,3.1,70,1022,0.51,fair
8.22,10.91,171.43,5.17,2.15,60.31,7.99,57,1023,4.47,fair
1.22,2.46,112.41,0.37,0.1,29.83,27.32,79,1016,3.09,good
1.4,2.7,109.9,0.38,0.11,30.41,27.22,81,1016,3.09,good
1.48,2.63,108.06,0.42,0.11,32.63,27.06,81,1016,0.0,good
11.45,30.65,125.08,1.53,0.85,83.03,16.43,83,1013,1.42,fair
9.26,27.78,122.28,0.62,0.75,83.86,16.61,81,1013,1.91,fair
11.45,30.65,125.08,1.53,0.85,83.03,16.36,83,1013,1.37,fair
12.62,27.33,126.64,3.94,3.03,113.16,19.04,72,1010,3.6,moderate
15.67,31.21,135.95,4.48,2.5,99.51,15.73,88,1010,0.0,fair
14.88,28.37,141.64,4.07,1.94,96.04,15.72,81,1011,1.87,fair
2.72,6.96,73.78,1.13,0.34,36.8,15.79,65,1017,1.79,good
4.9,8.3,121.31,2.45,0.54,40.2,17.26,77,1016,3.6,good
2.52,6.94,71.65,1.18,0.38,35.41,15.71,65,1017,1.79,good
34.83,134.23,132.34,4.44,2.16,67.3,28.95,49,1005,0.51,poor
34.83,134.23,132.34,4.44,2.16,67.3,28.89,47,1005,0.51,poor
36.19,132.16,140.81,7.85,4.02,64.23,29.03,45,1005,0.51,poor
1.81,4.4,63.9,0.26,0.27,44.1,25.81,78,1011,5.66,good
1.81,4.47,61.41,0.1,0.16,45.49,26.05,79,1010,2.71,good
1.95,4.83,61.0,0.08,0.16,44.68,23.82,83,1011,2.57,good
2.3,4.24,128.85,1.9,0.16,52.49,7.85,72,1020,0.51,good
3.51,6.2,146.42,3.05,0.16,46.89,6.37,46,1020,1.03,good
0.67,1.25,133.4,0.9,0.53,91.57,3.25,71,1022,5.03,fair
6.4,9.72,118.72,4.91,0.67,50.77,8.63,71,1019,1.54,good
8.03,12.65,156.97,6.43,3.94,70.19,8.99,66,1019,1.03,fair
14.28,17.61,119.23,3.1,7.16,70.03,7.38,65,1019,1.71,fair
0.5,0.5,135.48,0.63,0.28,88.73,-0.19,98,995,9.1,fair
0.5,0.5,142.59,2.4,0.5,81.83,2.78,67,1006,7.0,fair
0.71,1.02,135.95,0.54,0.11,65.25,2.87,70,1027,1.0,fair
22.35,30.34,548.49,2.59,0.38,5.01,17.07,93,1014,1.54,fair
18.57,28.13,455.1,3.45,1.37,18.5,16.92,95,1016,0.47,fair
20.71,32.55,474.49,5.34,1.35,15.51,15.15,98,1016,0.95,fair
17.07,69.23,115.6,3.35,13.84,105.18,27.0,39,1008,6.3,moderate
21.84,60.21,101.31,1.63,2.12,54.62,27.96,29,1006,0.75,moderate
28.37,95.25,123.82,19.31,68.61,70.33,26.1,35,1008,4.42,moderate
0.53,1.59,69.6,0.01,0.03,6.8,30.68,67,1010,2.21,good
0.53,1.59,69.6,0.01,0.03,6.8,30.76,66,1010,2.16,good
0.51,1.42,69.12,0.02,0.03,6.9,30.64,66,1010,2.62,good
0.5,0.62,71.66,0.05,0.01,11.15,28.0,83,1008,1.54,good
31.2,144.4,105.03,0.21,0.19,72.96,29.56,11,1009,8.75,poor
31.1,142.81,104.49,0.2,0.17,71.94,29.1,11,1009,8.66,poor
31.1,142.81,104.49,0.2,0.17,71.94,29.17,11,1009,8.64,poor
0.5,0.5,146.04,1.71,0.89,91.85,2.31,70,1025,2.06,fair
1.28,1.83,142.92,5.36,3.59,98.01,2.17,71,1028,2.33,fair
9.91,11.04,170.59,10.32,2.82,76.47,7.93,65,1026,3.73,fair
9.12,10.41,174.9,5.09,3.16,10.48,25.97,94,1008,1.54,good
9.12,10.41,174.9,5.09,3.16,10.48,25.97,96,1008,1.54,good
9.12,10.41,174.9,5.09,3.16,10.48,26.0,97,1008,1.54,good
10.47,12.66,149.29,6.9,0.47,47.76,10.63,77,1019,1.03,fair
7.32,10.1,137.23,5.83,0.26,50.73,8.96,76,1020,1.54,good
7.1,9.21,133.33,5.0,0.44,51.85,9.88,77,1019,0.67,good
4.83,6.93,144.89,3.8,0.2,48.58,7.94,63,1020,1.54,good
4.12,7.19,140.31,2.0,0.57,66.96,7.61,39,1021,3.6,fair
4.83,6.93,144.89,3.8,0.2,48.58,7.81,64,1020,1.54,good
16.43,52.98,103.73,0.51,0.41,54.08,24.86,85,1013,2.24,moderate
11.25,34.53,104.1,0.56,0.34,47.31,24.21,95,1012,0.52,fair
10.21,27.96,110.7,0.5,0.25,43.98,23.14,98,1013,0.8,fair
6.92,28.07,103.91,0.91,1.37,77.77,20.7,85,1014,4.12,fair
15.59,75.84,136.76,1.68,1.3,67.57,20.18,53,1012,6.24,moderate
6.9,27.84,103.75,1.22,1.57,78.82,20.67,85,1014,4.12,fair
0.5,1.17,68.19,0.05,0.03,16.99,28.26,75,1008,3.13,good
2.64,7.44,111.58,0.87,0.08,23.64,22.85,60,1010,2.03,good
3.41,12.59,85.1,0.23,0.03,18.69,25.19,52,1010,3.85,good
0.78,0.91,117.07,1.04,0.38,15.1,26.95,83,1013,2.06,good
0.74,0.85,116.57,0.68,0.24,15.77,26.96,83,1013,2.06,good
5.01,8.53,184.05,0.86,0.06,3.93,21.68,88,1010,1.73,good
8.73,28.42,111.49,0.25,0.03,27.58,29.67,34,1006,2.3,fair
3.72,4.71,143.24,0.24,0.04,2.96,18.23,92,1011,1.65,good
0.83,2.76,84.7,0.03,0.05,19.0,27.02,94,1010,0.0,good
2.7,4.11,102.39,0.19,0.18,38.57,26.16,77,1011,5.14,good
2.7,4.11,102.39,0.19,0.18,38.57,26.94,74,1011,5.14,good
4.16,5.66,101.89,0.12,0.85,34.54,30.81,70,1009,1.54,good
8.99,13.98,114.83,2.15,1.53,47.14,15.47,83,1010,3.83,good
9.07,16.89,154.9,13.67,2.26,54.33,15.63,62,1011,1.79,good
35.98,46.07,190.96,7.19,22.2,93.59,14.39,85,1011,3.03,moderate
3.41,4.75,105.77,2.2,1.7,27.1,16.08,82,1017,1.64,good
4.25,6.59,111.89,2.76,1.96,25.99,13.18,96,1016,1.42,good
4.59,5.67,121.66,0.41,0.31,58.95,26.47,79,1015,0.0,good
53.92,193.68,247.33,2.37,0.67,38.33,30.98,23,1007,2.57,poor
3.6,8.33,122.44,0.24,0.02,13.13,28.14,51,1008,2.46,good
15.42,47.15,127.39,0.38,0.09,30.06,27.37,15,1008,3.08,fair
1.12,1.76,114.09,0.58,0.25,30.64,29.06,79,1010,2.06,good
7.92,11.89,205.13,2.79,0.45,13.01,25.4,68,1011,0.07,good
4.86,7.05,162.06,2.26,0.14,11.9,27.66,64,1011,0.7,good
6.77,9.38,178.77,2.27,0.47,16.98,31.78,61,1008,5.24,good
5.93,8.78,168.58,1.91,0.42,17.82,32.25,61,1008,3.6,good
7.86,10.85,203.8,2.67,0.56,16.65,29.97,74,1008,3.09,good
42.98,143.89,362.53,1.55,0.3,81.91,17.06,77,1009,2.0,poor
5.68,14.7,99.73,0.63,1.09,63.99,17.31,59,1010,0.85,fair
3.13,6.29,102.06,0.59,1.06,77.26,14.26,62,1011,1.11,fair
0.86,1.18,95.48,0.96,0.2,25.5,28.15,72,1012,0.17,good
1.24,2.94,100.01,0.99,0.26,28.9,26.53,81,1012,2.09,good
1.34,4.46,73.59,0.32,0.17,34.84,26.8,79,1012,2.3,good
13.98,23.04,168.42,5.64,1.05,80.57,20.92,49,1011,6.17,fair
38.19,177.59,115.82,0.6,0.39,78.25,16.99,59,1009,4.12,poor
33.72,174.34,117.97,0.37,0.06,87.55,15.97,41,1013,5.14,poor
10.27,16.96,132.72,2.87,0.19,54.01,16.8,94,1015,3.09,fair
29.64,96.34,124.65,0.35,0.8,110.92,18.08,82,1014,5.14,moderate
19.28,32.04,134.51,1.13,0.6,98.04,17.88,88,1016,4.12,fair
2.29,5.61,63.86,0.02,0.03,25.78,30.18,79,1012,4.12,good
7.57,10.09,156.47,6.3,3.14,68.66,8.86,75,1020,3.6,fair
6.6,8.14,124.63,2.31,0.4,56.19,10.5,68,1017,1.92,good
13.36,16.07,138.12,2.65,0.14,33.31,4.56,80,1019,1.14,fair
2.38,11.15,103.76,0.25,0.1,26.96,25.71,82,1013,3.09,good
2.33,10.86,106.3,0.26,0.1,25.67,25.6,82,1013,2.66,good
2.33,10.86,106.3,0.26,0.1,25.67,25.57,82,1013,2.66,good
117.68,128.27,553.4,23.56,12.71,22.07,24.21,54,1013,1.79,very_poor
117.68,128.27,553.4,23.56,12.71,22.07,24.24,53,1013,1.79,very_poor
107.75,125.7,545.45,32.17,27.14,71.93,24.2,66,1014,1.03,very_poor
2.7,3.46,85.3,0.46,0.04,6.21,23.86,94,1010,2.18,good
2.1,2.92,131.54,0.92,0.05,8.27,19.56,91,1012,2.15,good
1.2,1.85,81.12,0.37,0.02,13.42,20.04,81,1012,2.66,good
1.02,1.93,137.6,1.04,0.18,59.25,3.98,67,1017,3.22,good
0.5,1.17,155.25,2.02,3.71,71.97,3.32,67,1015,5.01,fair
1.39,2.11,137.49,0.56,0.55,90.42,7.95,61,1021,5.38,fair
8.19,10.35,198.9,2.52,0.2,20.79,16.82,93,1013,0.73,good
8.19,10.35,198.9,2.52,0.2,20.79,16.77,95,1013,0.86,good
7.7,9.67,205.21,2.5,0.21,26.6,17.09,96,1013,0.67,good
9.9,11.49,170.12,4.3,1.62,127.15,14.19,51,1024,5.14,moderate
1.44,3.64,124.94,0.16,0.45,128.73,18.76,48,1015,7.2,moderate
10.5,12.04,171.25,3.52,1.39,129.0,13.43,54,1024,5.14,moderate
0.65,1.51,66.82,0.37,0.03,44.97,13.2,77,1016,2.57,good
9.75,21.92,170.58,3.87,0.33,29.89,10.35,69,1019,0.45,fair
7.12,16.36,110.59,2.04,0.16,29.35,9.86,71,1019,1.88,good
25.06,93.17,120.42,1.27,0.18,45.65,17.48,67,1010,2.21,moderate
2.09,2.65,82.06,0.2,0.24,71.35,17.99,58,1010,1.18,fair
8.57,25.13,97.92,0.73,0.6,76.86,18.81,55,1010,1.16,fair
2.37,12.17,100.03,0.34,0.33,35.26,25.93,89,1015,4.12,good
2.26,11.6,99.38,0.29,0.3,35.81,25.78,89,1015,4.12,good
0.71,0.82,170.2,1.75,0.23,12.13,22.05,87,1015,1.03,good
2.62,2.66,163.75,0.87,0.07,52.47,28.09,71,1010,3.73,good
0.83,0.9,167.91,1.34,0.1,14.44,26.81,69,1013,0.6,good
2.92,9.37,97.22,0.39,0.31,39.51,26.75,83,1016,2.06,good
2.19,4.71,102.99,0.53,0.22,36.49,27.85,78,1016,4.12,good
16.07,23.17,416.98,7.93,2.37,40.95,29.01,84,1010,3.09,fair
25.37,29.68,508.04,4.47,1.14,6.43,24.0,88,1008,1.55,moderate
21.97,32.59,486.17,5.18,1.82,31.58,26.99,89,1007,2.57,fair
8.04,10.6,66.47,0.03,6.64,17.98,31.1,74,1012,4.63,good
1.17,4.05,62.55,0.01,0.04,24.91,32.95,73,1011,7.22,good
8.07,11.45,135.93,4.35,1.75,71.63,7.32,66,1018,0.51,fair
12.14,16.5,145.56,6.22,1.19,64.64,11.73,70,1018,1.51,fair
7.54,11.29,140.48,5.77,1.87,68.29,8.72,70,1019,0.83,fair
17.15,36.36,103.82,2.88,6.01,51.88,18.3,50,1013,1.15,fair
31.82,53.54,114.96,0.62,0.98,74.44,27.94,76,1007,6.27,moderate
29.86,53.79,119.51,1.92,3.18,70.68,22.35,52,1011,2.42,moderate
3.1,7.8,72.2,0.03,0.12,32.44,26.89,89,1009,1.54,good
3.1,7.8,72.2,0.03,0.12,32.44,26.84,89,1009,1.54,good
3.1,7.8,72.2,0.03,0.12,32.44,26.76,89,1009,1.54,good
4.55,7.84,130.03,4.57,0.65,23.56,10.99,90,1016,0.0,good
1.03,3.82,61.36,0.03,0.13,53.67,11.62,86,1024,2.06,good
1.08,4.01,72.17,0.68,0.64,52.85,18.07,70,1017,5.82,good
3.94,5.07,92.75,0.78,0.07,20.54,17.36,67,1013,0.99,good
3.5,6.57,149.5,1.3,0.2,14.69,20.14,69,1013,2.03,good
2.51,4.43,109.64,0.92,0.21,19.73,18.62,75,1014,1.75,good
4.14,5.41,99.22,0.97,0.38,29.32,17.12,78,1015,2.68,good
4.42,5.86,116.6,2.36,0.38,14.57,16.9,54,1015,2.45,good
3.75,5.03,99.67,0.96,0.38,29.43,15.92,68,1015,2.7,good
6.45,9.29,119.27,1.49,0.36,104.71,11.14,91,1014,0.89,moderate
6.45,9.29,119.27,1.49,0.36,104.71,11.36,91,1014,0.89,moderate
50.21,169.87,206.6,13.81,6.07,57.63,30.84,45,1005,3.34,poor
59.54,224.0,139.77,4.57,2.74,77.36,30.02,45,1005,2.06,very_poor
45.12,144.78,210.67,17.38,6.4,55.79,31.0,42,1005,1.54,poor
2.75,4.88,291.12,2.06,0.05,37.03,13.05,63,1011,0.63,good
23.72,104.75,124.06,0.33,0.14,95.43,18.79,31,1012,7.08,poor
6.77,21.12,113.93,0.21,0.02,61.11,21.28,53,1011,0.33,fair
2.07,6.87,114.3,1.77,0.97,51.64,25.66,79,1015,4.12,good
79.28,82.13,129.13,3.08,20.33,113.04,12.51,71,1018,1.54,very_poor
102.02,106.41,128.72,2.64,24.95,109.08,13.23,75,1017,3.47,very_poor
63.35,68.04,120.12,1.3,16.13,103.06,16.3,69,1017,2.94,poor
0.5,0.63,112.87,0.4,0.1,80.59,11.09,66,1013,1.54,fair
0.95,1.4,102.58,0.86,0.1,63.84,5.84,70,1016,3.6,fair
1.42,1.85,109.59,0.83,0.1,79.94,5.81,89,1016,1.54,fair
13.6,50.43,68.94,0.05,0.37,34.65,25.0,83,1010,2.57,moderate
23.22,93.61,74.58,0.37,0.11,28.42,15.92,94,1013,1.03,moderate
3.8,4.84,100.18,2.01,0.1,12.83,16.89,94,1014,1.54,good
19.5,30.07,197.8,3.26,0.56,48.1,15.86,70,1012,3.6,fair
9.8,18.73,161.07,3.3,0.12,45.09,15.95,56,1011,0.45,good
16.39,26.11,224.68,3.81,0.32,53.84,14.95,63,1012,3.6,fair
6.39,7.99,174.96,7.58,0.61,43.51,9.79,41,1022,2.06,good
6.56,8.36,140.39,4.02,0.87,78.29,13.05,62,1020,2.57,fair
8.54,9.38,164.61,6.59,0.47,52.61,11.16,48,1021,6.17,good
7.03,8.64,77.69,1.72,0.87,35.33,19.28,70,1029,3.6,good
1.07,4.02,63.58,0.7,0.53,51.0,16.98,81,1029,0.89,good
1.43,1.78,71.04,0.27,0.05,37.31,22.61,73,1025,4.63,good
3.43,10.77,122.46,2.94,2.5,38.32,27.8,79,1010,9.77,good
3.43,10.77,122.46,2.94,2.5,38.32,27.77,80,1010,9.77,good
3.43,10.77,122.46,2.94,2.5,38.32,27.64,80,1010,9.77,good
2.4,7.88,133.5,1.52,0.93,104.65,11.03,58,1018,6.17,moderate
2.73,8.4,132.35,1.57,0.86,93.5,10.7,61,1018,6.35,fair
0.5,0.75,106.69,1.24,0.04,50.17,8.48,93,1018,1.03,good
9.28,11.08,128.9,1.67,0.64,89.81,9.95,76,1018,1.54,fair
13.89,16.35,138.04,4.49,0.71,71.14,10.74,66,1019,2.06,fair
10.49,12.24,137.71,3.33,0.5,69.04,10.41,92,1018,0.56,fair
1.89,6.07,94.28,0.05,0.12,39.27,25.27,69,1014,7.2,good
16.47,40.26,155.97,1.23,0.91,42.99,22.99,88,1007,3.09,fair
9.93,29.54,142.16,0.04,0.31,50.57,22.73,87,1008,3.82,fair
17.7,38.73,160.66,1.65,1.13,41.57,23.0,88,1007,3.09,fair
11.92,13.52,150.01,3.57,3.16,106.21,12.12,48,1022,3.6,moderate
11.19,12.96,155.66,5.83,4.54,104.58,12.61,47,1023,6.17,moderate
12.25,14.07,156.27,5.27,4.38,107.55,12.61,44,1022,6.57,moderate
6.52,9.01,199.09,2.38,0.16,27.76,33.06,46,1011,2.06,good
4.55,6.92,187.48,2.72,0.17,9.5,26.56,66,1011,3.0,good
7.16,10.72,210.33,1.89,0.22,24.34,27.87,59,1012,2.42,good
6.7,8.98,121.47,2.06,0.68,53.37,9.83,76,1018,1.54,good
5.79,7.29,128.99,1.28,0.51,83.28,8.11,76,1019,4.12,fair
1.35,2.36,122.57,1.67,0.23,52.02,4.06,100,1020,0.0,good
52.21,177.89,174.84,6.21,4.72,72.8,27.98,57,1006,2.06,poor
55.51,185.07,189.19,8.1,6.37,66.32,27.97,57,1006,2.06,poor
58.29,199.88,177.18,7.19,7.1,71.76,27.79,52,1006,2.43,poor
2.96,4.41,129.09,0.92,0.15,12.25,20.82,84,1012,1.13,good
3.8,5.55,192.24,1.79,0.35,22.35,15.77,92,1014,0.92,good
14.13,20.49,485.4,4.86,1.2,24.87,13.19,97,1014,0.57,fair
0.6,1.5,94.76,0.11,0.05,22.86,26.89,84,1010,2.01,good
0.57,1.39,94.77,0.16,0.07,24.53,27.27,82,1010,3.15,good
0.54,1.47,95.07,0.1,0.05,23.63,27.48,80,1009,2.88,good
1.32,1.49,84.17,0.43,0.17,2.54,26.03,94,1010,1.54,good
1.32,1.49,84.17,0.43,0.17,2.54,25.99,94,1010,1.54,good
0.91,1.01,70.21,0.24,0.09,2.25,26.0,94,1010,1.54,good
1.13,2.67,55.04,0.78,0.19,51.39,10.99,76,1016,3.09,good
2.1,2.29,97.25,0.28,0.04,12.96,23.01,83,1012,1.54,good
1.3,2.28,66.54,1.69,0.41,49.44,19.84,42,1011,3.6,good
3.44,4.18,85.55,1.25,0.21,25.27,20.95,95,1017,3.13,good
5.12,6.37,179.81,0.38,0.12,69.77,25.11,91,1015,4.12,fair
9.97,12.49,142.6,7.38,1.4,41.63,23.44,69,1018,2.57,good
1.75,4.66,104.77,0.1,0.1,69.69,25.99,65,1017,4.12,fair
4.14,7.36,113.18,0.54,0.9,86.68,25.96,65,1018,5.14,fair
4.14,7.36,113.18,0.54,0.9,86.68,25.97,65,1018,5.14,fair
17.39,20.09,442.2,6.93,1.8,22.59,9.82,92,1013,0.51,fair
6.44,7.73,277.54,5.38,1.38,18.79,21.64,90,1008,1.66,good
13.47,16.21,390.0,6.24,1.26,15.77,17.44,94,1010,1.15,fair
3.39,5.32,93.76,2.17,0.88,39.97,16.49,46,1017,2.51,good
6.84,10.37,92.89,1.57,0.78,26.11,19.25,75,1015,3.21,good
3.39,5.32,93.76,2.17,0.88,39.97,16.89,49,1017,2.19,good
0.5,0.74,143.53,1.08,0.25,85.19,-0.99,69,1021,4.09,fair
0.5,0.63,141.55,1.4,1.75,72.87,-0.01,86,1019,5.0,fair
0.76,1.3,143.97,1.31,0.82,82.82,-0.36,72,1024,3.87,fair
2.02,7.48,98.2,0.22,0.12,41.27,28.9,1,1013,2.57,good
1.91,7.59,96.87,0.19,0.13,40.36,28.22,75,1013,6.25,good
2.71,7.37,103.98,0.45,0.23,49.36,28.65,60,1013,4.62,good
9.65,10.34,194.65,8.33,2.15,99.67,14.78,81,1011,1.34,fair
3.34,3.77,126.39,1.0,0.31,103.33,20.56,28,1013,7.2,moderate
0.53,1.13,104.16,0.12,0.09,91.79,12.8,35,1014,5.66,fair
5.02,6.95,165.9,0.85,0.16,3.64,24.2,94,1010,1.03,good
5.57,7.66,130.31,0.61,1.1,20.18,18.52,70,1013,2.05,good
2.73,4.59,106.62,0.26,0.03,4.0,20.79,95,1011,0.31,good
0.56,0.73,69.0,0.06,0.0,1.11,28.1,78,1009,1.03,good
0.56,0.73,69.0,0.06,0.0,1.11,27.96,78,1010,1.03,good
0.61,0.87,70.37,0.09,0.01,1.13,27.72,78,1009,1.03,good
5.02,6.95,165.9,0.85,0.16,3.64,24.2,94,1010,1.03,good
9.95,23.31,86.86,0.18,0.19,32.1,26.04,94,1011,4.63,fair
9.79,14.27,132.11,1.32,0.29,27.31,22.38,99,1011,1.51,good
6.0,6.23,142.82,2.12,0.24,77.66,12.98,80,1016,1.03,fair
6.52,7.72,138.29,4.18,0.44,27.75,12.19,100,1015,1.03,good
12.99,13.77,178.12,6.4,1.56,84.6,14.93,72,1016,2.06,fair
0.5,1.09,83.63,0.22,0.09,24.31,28.72,84,1011,4.12,good
0.51,1.11,83.26,0.24,0.09,24.72,28.31,84,1011,4.12,good
3.31,6.23,147.86,1.43,0.22,8.41,25.77,72,1011,3.43,good
6.89,9.53,185.34,7.96,0.29,28.12,19.84,49,1016,5.66,good
11.5,14.71,233.23,10.72,0.56,30.42,18.87,47,1017,1.81,fair
6.89,9.53,185.34,7.96,0.29,28.12,19.81,50,1016,5.66,good
0.5,0.5,116.03,0.03,0.01,19.03,21.95,100,1010,0.0,good
1.31,1.49,95.1,0.82,0.04,1.96,19.73,98,1012,1.16,good
11.0,13.05,214.64,1.17,0.15,2.8,19.07,87,1012,1.71,fair
9.62,11.36,303.96,24.46,18.73,90.13,10.92,87,1021,5.0,fair
33.28,57.11,396.97,17.37,9.93,27.35,14.94,17,1022,3.27,moderate
6.88,12.85,156.83,1.1,0.73,59.59,25.09,92,1010,2.54,good
6.38,7.05,178.65,4.63,0.69,28.95,15.03,90,1016,2.06,good
2.89,3.48,132.57,4.12,0.72,16.31,27.03,61,1010,4.12,good
6.12,6.64,121.15,1.63,2.26,10.89,20.07,87,1013,4.47,good
1.3,1.55,112.04,0.61,0.37,45.28,21.31,77,1015,6.17,good
1.89,2.15,126.91,1.26,0.21,41.97,28.93,65,1011,2.06,good
1.46,1.7,111.61,0.54,0.34,47.16,24.35,67,1013,6.17,good
6.25,7.84,129.22,0.33,0.49,60.8,28.24,61,1016,4.63,fair
7.85,11.03,124.53,0.33,1.74,66.42,28.16,74,1015,2.06,fair
21.58,24.07,126.84,0.32,2.7,76.23,28.19,65,1015,6.69,fair
3.2,14.65,104.66,0.16,0.41,78.06,22.27,64,1015,4.63,fair
2.1,9.84,104.33,0.13,0.3,76.3,20.75,68,1016,5.66,fair
2.18,9.98,103.99,0.14,0.37,78.59,21.02,68,1016,4.63,fair
3.93,8.49,119.58,1.65,0.85,35.18,27.53,75,1011,8.23,good
3.93,8.49,119.58,1.65,0.85,35.18,27.61,75,1011,8.23,good
15.52,31.87,125.51,0.29,1.55,115.32,14.76,94,1012,1.03,moderate
14.28,31.06,123.24,0.23,1.31,113.09,17.96,88,1012,5.66,moderate
17.47,34.64,125.66,0.35,1.39,112.37,16.61,93,1012,1.54,moderate
13.81,15.37,152.14,2.75,2.48,93.84,6.72,44,1025,2.06,fair
16.98,19.46,191.96,7.26,4.53,88.1,6.66,39,1023,2.68,fair
13.33,15.93,181.38,4.41,4.24,85.84,4.18,48,1024,2.06,fair
3.29,4.44,156.94,6.61,1.7,68.35,5.6,58,1028,3.6,fair
5.88,7.08,149.24,4.42,1.63,87.06,5.81,62,1029,2.57,fair
11.67,12.15,177.27,5.22,0.79,94.21,11.89,61,1019,0.45,fair
15.78,38.89,126.17,0.6,0.11,39.62,28.19,76,1007,2.85,fair
12.21,26.31,226.14,1.85,0.26,32.48,23.48,84,1008,3.57,fair
14.62,33.9,228.29,1.81,0.26,35.53,26.93,66,1007,3.8,fair
3.66,4.52,162.4,7.06,1.54,79.82,5.01,74,1030,3.09,fair
1.41,2.33,152.23,3.75,0.3,71.62,4.91,67,1030,1.65,fair
1.34,2.05,145.09,2.95,0.58,90.11,3.93,76,1030,2.67,fair
2.06,9.18,101.2,1.89,1.42,45.82,26.01,80,1015,4.28,good
1.58,3.58,99.12,0.28,0.15,37.52,26.63,77,1014,3.6,good
7.45,9.92,172.34,5.57,1.75,31.16,24.47,88,1015,1.34,good
1.58,3.58,99.12,0.28,0.15,37.52,27.71,74,1015,3.6,good
17.51,39.32,112.78,2.31,0.23,67.22,18.37,77,1007,5.66,fair
7.48,23.62,127.33,4.36,1.08,64.88,16.93,94,1010,1.54,fair
19.92,77.97,119.74,4.93,0.62,65.56,15.53,68,1011,1.96,moderate
10.91,11.77,316.74,9.9,1.84,43.55,13.53,91,1015,0.63,fair
12.94,37.58,93.58,0.7,0.43,52.36,31.93,55,1009,2.06,fair
6.1,8.21,256.29,10.9,1.68,27.35,18.95,59,1016,2.57,good
0.55,1.07,153.48,1.5,0.61,90.38,3.19,56,1022,4.12,fair
0.5,0.71,146.49,0.85,0.15,81.98,3.14,60,1020,2.57,fair
0.5,0.5,144.03,0.47,0.19,90.57,2.06,71,1019,3.43,fair
13.75,37.4,128.93,4.83,13.12,98.62,19.42,52,1014,2.57,fair
19.23,35.2,121.7,0.89,1.07,80.96,14.9,88,1015,0.0,fair
13.75,37.4,128.93,4.83,13.12,98.62,19.42,48,1014,2.88,fair
7.64,42.9,109.9,0.2,0.27,85.64,18.98,82,1014,5.66,fair
3.79,16.27,109.31,0.29,0.52,83.13,17.92,88,1014,6.78,fair
3.58,13.5,110.23,0.21,0.43,87.99,17.89,87,1014,6.64,fair
16.89,44.67,165.13,2.11,0.36,37.91,16.79,61,1012,1.67,fair
21.46,65.88,109.88,0.76,0.5,51.81,23.32,63,1009,1.41,moderate
19.79,79.9,103.96,0.3,0.14,74.57,29.3,8,1007,4.05,moderate
1.11,1.56,104.1,0.49,0.03,61.6,16.4,68,1009,5.14,fair
5.68,10.8,118.19,0.52,0.49,100.76,17.29,72,1013,3.09,moderate
8.18,14.05,128.54,3.77,0.24,74.05,17.44,78,1011,2.24,fair
21.82,34.98,654.35,6.26,1.02,24.83,17.49,63,1014,3.6,fair
2.79,7.82,99.16,0.58,0.04,19.98,20.99,68,1012,2.6,good
21.77,52.03,340.72,4.66,0.45,24.91,17.13,36,1011,1.28,moderate
0.51,0.86,150.29,1.64,0.67,93.07,2.57,54,1022,8.05,fair
0.5,0.59,146.04,1.19,0.54,95.95,2.45,55,1022,4.92,fair
0.5,0.5,145.34,0.41,0.14,78.81,1.26,56,1024,6.71,fair
2.18,9.82,61.11,0.01,0.1,33.74,30.94,70,1014,4.12,good
2.18,9.82,61.11,0.01,0.1,33.74,30.99,70,1014,4.12,good
2.48,9.74,61.35,0.01,0.11,31.13,30.83,58,1013,3.09,good
11.94,13.8,173.22,5.24,1.39,84.56,15.8,55,1016,7.72,fair
7.14,12.14,126.53,0.31,0.37,98.58,14.7,85,1014,2.5,fair
7.39,8.72,129.1,2.33,0.64,70.59,12.89,95,1014,1.34,fair
2.15,2.47,95.88,0.24,0.07,17.76,25.01,88,1010,2.57,good
1.9,2.78,96.51,0.1,0.04,24.83,24.98,88,1010,2.57,good
