pm2_5,pm10,co,no2,so2,o3,temp,humidity,pressure,wind_speed,aqi_label
12.46,13.66,458.31,6.68,0.78,35.45,24.19,83,1011,2.59,fair
9.03,10.24,341.97,3.42,0.65,46.04,23.06,87,1012,1.45,good
3.21,9.31,121.07,0.71,1.17,120.5,13.19,68,1013,10.61,moderate
2.73,6.19,120.83,1.03,1.21,112.38,15.21,73,1012,10.8,moderate
3.4,12.73,121.2,0.44,1.22,122.57,13.52,75,1014,8.67,moderate
2.69,12.26,102.19,0.45,0.46,47.07,27.93,69,1014,3.09,good
2.54,11.94,103.65,0.3,0.31,43.03,27.07,69,1014,3.09,good
0.93,2.55,125.33,0.9,0.36,29.22,26.16,91,1009,4.77,good
0.93,2.55,125.33,0.9,0.36,29.22,26.15,91,1009,0.89,good
0.93,2.55,125.33,0.9,0.36,29.22,26.08,91,1009,0.89,good
0.5,0.84,90.55,0.19,0.07,19.33,26.81,89,1012,2.69,good
1.26,2.9,119.7,0.79,0.24,19.77,23.74,95,1013,1.34,good
0.5,1.02,87.83,0.25,0.08,16.06,27.0,88,1012,2.42,good
2.25,2.42,98.02,1.22,0.23,40.75,13.07,90,1014,3.71,good
2.11,2.33,100.43,1.01,0.2,43.6,12.9,90,1014,2.58,good
2.39,2.45,92.89,1.12,0.12,37.57,12.98,87,1013,2.14,good
5.57,6.5,123.6,4.1,0.91,59.98,14.84,75,1009,1.54,good
4.65,5.39,125.16,2.62,0.45,54.64,13.18,41,1010,3.6,good
10.89,11.58,154.82,7.25,2.03,62.04,6.01,90,1010,4.89,fair
2.38,2.56,110.77,1.53,0.05,58.71,12.23,88,1011,1.54,good
2.35,2.52,110.44,1.68,0.05,56.85,11.21,91,1011,1.34,good
2.6,2.77,109.8,1.78,0.05,54.38,11.97,85,1011,1.54,good
2.29,2.48,132.15,0.68,0.28,91.6,11.68,86,1006,2.57,fair
4.15,5.1,126.86,2.31,0.28,69.87,12.26,86,1009,3.8,fair
4.55,5.08,137.1,1.68,0.91,102.87,6.95,93,1009,4.12,moderate
4.37,17.89,130.01,0.9,0.11,107.93,17.94,52,1017,3.6,moderate
20.98,28.64,141.15,1.64,5.9,113.93,16.99,65,1021,4.18,moderate
6.64,33.9,157.92,2.03,0.22,99.22,17.23,66,1019,7.24,fair
2.6,8.25,116.86,2.14,4.35,95.82,17.03,63,1018,2.57,fair
2.06,4.88,115.59,2.41,3.35,92.83,11.23,93,1018,0.0,fair
2.44,4.18,98.06,2.17,0.42,57.73,15.08,77,1017,2.57,good
5.9,7.8,122.53,0.53,0.63,104.08,15.27,87,1014,2.06,moderate
3.56,4.91,123.92,3.58,0.32,40.56,8.91,68,1015,3.09,good
5.26,6.04,123.58,1.48,0.48,53.32,11.46,58,1016,1.17,good
4.06,6.78,127.78,4.95,0.79,53.11,14.4,54,1015,2.11,good
9.59,12.24,125.6,1.31,1.65,115.68,12.88,67,1019,1.03,moderate
8.15,10.73,127.21,1.8,2.02,116.43,7.89,77,1019,1.47,moderate
11.62,15.29,134.97,3.76,3.32,115.69,7.48,93,1019,0.0,moderate
4.08,5.76,132.3,1.06,0.08,17.66,13.98,100,1019,2.06,good
3.11,5.4,93.39,0.76,0.12,20.22,23.0,94,1016,1.03,good
0.87,1.21,77.17,0.28,0.03,30.44,13.19,91,1020,1.69,good
1.6,4.11,88.27,0.01,0.07,31.54,30.98,70,1010,8.75,good
2.73,4.02,109.0,2.86,0.31,61.86,5.9,81,1018,0.51,fair
2.03,3.22,107.39,2.55,0.35,59.42,5.31,74,1018,1.32,good
1.54,2.2,102.34,1.53,0.46,67.84,8.94,65,1019,0.78,fair
16.16,49.82,152.23,0.55,0.1,27.36,28.3,54,1010,2.06,fair
4.71,8.57,156.17,0.97,0.09,19.18,30.0,45,1011,1.13,good
9.53,25.64,159.08,0.65,0.1,20.79,33.2,35,1010,2.93,fair
6.48,8.42,338.07,5.65,0.58,12.0,26.98,94,1009,3.09,good
30.33,41.34,698.9,13.15,1.05,23.53,26.81,67,1009,1.58,moderate
24.39,29.87,767.15,16.56,1.68,1.88,25.54,56,1009,1.02,fair
0.59,0.7,118.74,0.7,0.76,78.37,6.07,39,1008,3.0,fair
0.57,0.68,120.54,0.21,0.23,94.63,1.07,92,1015,3.92,fair
0.62,0.67,132.64,0.8,0.46,93.33,4.45,76,1015,5.21,fair
25.1,26.72,324.67,5.7,2.67,92.71,20.85,94,1014,6.69,moderate
20.58,22.06,282.14,0.76,0.33,108.37,20.96,94,1014,6.69,moderate
20.58,22.06,282.14,0.76,0.33,108.37,20.82,94,1014,6.69,moderate
2.65,10.66,94.4,0.12,0.12,50.61,28.08,70,1013,9.77,good
2.84,13.54,99.41,0.69,0.58,53.04,26.97,69,1015,2.57,good
2.81,13.41,98.93,0.62,0.54,51.86,26.95,69,1015,2.57,good
2.81,13.41,98.93,0.62,0.54,51.86,27.03,69,1015,2.57,good
22.94,108.15,98.49,0.72,0.44,67.65,20.96,85,1011,4.59,poor
23.53,82.49,102.13,1.84,1.18,74.81,20.93,73,1012,4.12,moderate
54.54,234.93,138.15,0.23,0.08,44.62,36.74,17,1008,3.39,very_poor
3.38,10.37,116.53,0.17,0.98,107.64,16.43,82,1020,2.06,moderate
3.38,10.37,116.53,0.17,0.98,107.64,16.31,82,1020,2.06,moderate
3.38,10.37,116.53,0.17,0.98,107.64,16.08,82,1020,2.06,moderate
0.89,3.46,62.18,0.06,0.09,53.87,20.79,90,1016,3.25,good
0.84,3.2,62.28,0.05,0.07,53.35,18.26,91,1016,0.45,good
0.84,3.2,62.28,0.05,0.07,53.35,19.21,91,1016,0.45,good
1.0,3.05,77.07,0.04,0.08,20.37,28.97,89,1008,5.14,good
3.07,4.61,84.01,0.48,0.03,16.05,16.52,76,1017,0.62,good
3.48,8.13,77.15,0.5,0.21,28.59,17.68,73,1016,1.52,good
2.4,3.46,86.32,0.72,0.04,30.93,14.78,92,1017,0.41,good
14.29,16.52,174.24,3.69,1.74,104.05,26.64,36,1007,7.72,moderate
0.64,2.1,106.78,0.13,0.15,93.69,18.77,60,1014,5.66,fair
14.7,16.75,161.29,2.31,1.5,100.52,26.97,36,1008,7.72,moderate
7.49,8.1,315.64,3.26,0.79,25.15,23.0,65,1008,1.54,good
3.42,3.77,156.49,0.4,0.13,9.19,24.88,94,1009,0.51,good
6.84,7.36,273.08,1.1,0.24,23.01,24.97,94,1008,1.54,good
13.67,18.24,138.03,3.96,5.69,35.81,25.11,73,1011,5.14,fair
13.67,18.24,138.03,3.96,5.69,35.81,24.97,69,1011,5.14,fair
3.5,9.36,81.13,0.29,0.05,21.66,22.97,83,1016,2.06,good
1.51,5.46,62.83,0.02,0.1,48.37,25.39,99,1015,2.48,good
1.51,5.46,62.83,0.02,0.1,48.37,28.87,69,1015,3.22,good
1.48,5.22,62.75,0.02,0.1,47.9,25.32,99,1015,1.29,good
21.74,65.79,148.49,0.45,0.15,46.88,35.16,36,1007,5.66,moderate
40.14,104.7,366.8,2.77,1.2,38.82,32.48,17,1007,2.34,poor
85.04,210.46,1077.41,15.38,5.0,28.8,31.75,15,1008,3.28,very_poor
1.64,4.52,96.99,0.07,0.11,19.36,28.95,77,1010,4.98,good
35.62,75.26,467.12,5.31,1.18,38.96,33.62,18,1007,2.95,moderate
5.56,14.67,221.09,1.87,0.77,15.56,24.89,92,1011,2.14,good
2.63,3.77,104.67,0.23,6.5,45.83,32.81,54,1007,8.05,good
8.55,11.51,113.24,0.45,11.18,55.91,32.17,57,1007,5.23,good
3.61,5.0,111.59,0.29,3.29,46.23,33.36,53,1007,8.05,good
16.39,17.24,171.07,23.61,1.94,33.89,12.02,88,1013,4.12,fair
13.51,14.41,170.4,29.35,2.05,31.62,11.11,81,1013,4.63,fair
20.27,21.4,163.16,21.2,2.2,45.67,11.81,86,1013,4.12,fair
0.5,0.5,131.58,0.55,0.28,96.87,3.35,65,1006,4.59,fair
0.5,1.15,134.04,0.29,0.66,98.22,0.27,93,1012,2.06,fair
0.5,0.5,124.16,0.12,0.14,84.14,0.78,92,1006,0.45,fair
37.24,44.45,537.3,8.58,6.52,65.6,14.25,100,1012,0.0,moderate
32.58,39.28,598.05,7.5,3.52,50.8,16.23,71,1013,2.55,moderate
46.39,54.41,588.92,8.6,6.58,64.24,21.47,88,1010,0.48,moderate
6.69,8.39,68.08,0.91,2.05,51.24,18.76,66,1032,3.58,good
6.98,8.84,90.09,2.04,0.61,43.34,10.51,81,1028,0.89,good
2.73,3.74,98.54,2.74,0.29,35.79,13.94,72,1031,8.75,good
35.47,128.16,110.41,0.88,1.29,96.0,30.99,30,1003,1.03,poor
34.61,124.21,112.63,1.28,1.81,105.72,31.05,30,1004,1.03,poor
33.85,122.16,110.95,1.06,1.48,104.2,31.0,30,1003,1.03,poor
2.83,3.38,123.32,0.72,0.52,58.2,28.33,88,1008,2.06,good
2.97,3.61,136.64,1.16,0.83,56.18,28.71,86,1009,2.06,good
2.97,3.61,136.64,1.16,0.83,56.18,28.9,86,1009,2.06,good
8.59,18.81,68.61,0.05,0.27,53.95,21.14,73,1012,1.54,good
8.59,18.81,68.61,0.05,0.27,53.95,22.1,73,1012,1.54,good
13.35,23.15,73.9,0.64,2.58,73.55,15.12,51,1015,4.63,fair
0.57,1.82,59.75,0.07,0.06,39.08,30.9,70,1013,2.57,good
0.54,1.67,59.92,0.08,0.06,39.52,30.96,70,1013,2.57,good
0.6,1.89,59.63,0.07,0.05,39.21,30.8,70,1013,2.57,good
2.61,10.78,60.82,0.04,0.15,41.79,26.35,84,1011,2.15,good
0.57,0.72,31.99,0.02,0.02,0.59,27.23,68,1012,1.05,good
5.26,5.56,63.3,0.18,8.02,17.65,29.88,71,1011,0.42,good
3.9,5.5,129.52,4.67,3.34,35.83,29.3,73,1011,1.34,good
35.69,37.47,615.53,11.19,2.32,23.37,28.05,78,1010,2.06,moderate
3.76,5.41,121.91,4.39,3.4,37.17,29.59,74,1011,1.34,good
37.83,48.33,422.31,4.56,6.41,97.04,19.99,83,1009,2.06,moderate
32.6,87.03,123.26,0.07,0.51,101.07,29.09,37,1003,1.54,moderate
27.81,52.91,383.02,8.77,0.79,57.9,22.08,56,1011,4.12,moderate
6.16,8.48,156.01,6.55,6.12,73.91,15.49,64,1011,1.03,fair
2.64,3.57,106.41,2.21,0.59,66.54,13.05,58,1011,1.03,fair
6.22,7.75,123.98,4.17,1.06,64.2,12.34,82,1012,1.03,fair
2.65,10.97,93.42,0.22,0.23,38.34,28.71,71,1015,3.6,good
2.65,11.94,92.88,0.18,0.21,38.16,28.35,73,1015,3.6,good
2.62,11.52,93.08,0.19,0.22,37.66,27.84,74,1015,3.6,good
5.41,30.09,119.13,0.75,1.25,106.36,16.4,57,1015,8.34,moderate
6.55,37.4,118.5,0.8,1.32,103.48,16.47,55,1016,7.97,moderate
5.41,30.09,119.13,0.75,1.25,106.36,16.31,58,1015,8.26,moderate
0.68,2.19,115.83,0.88,0.78,102.39,12.72,74,1018,2.68,moderate
0.5,1.27,120.62,0.79,0.52,97.33,11.73,87,1017,2.06,fair
0.5,1.22,121.13,0.7,0.51,98.1,9.35,94,1018,0.43,fair
4.96,5.47,121.65,1.47,0.24,20.9,23.79,83,1011,1.54,good
13.12,15.22,182.12,2.83,0.32,39.47,22.33,88,1014,2.06,fair
5.5,6.2,125.48,1.79,0.34,21.42,23.7,83,1011,1.54,good
78.16,252.62,189.57,4.49,34.92,150.95,32.97,22,1004,4.12,very_poor
78.16,252.62,189.57,4.49,34.92,150.95,32.9,22,1004,4.12,very_poor
77.35,244.24,194.68,5.95,40.37,150.42,33.03,22,1004,3.6,very_poor
0.72,1.73,61.74,0.05,0.05,48.42,22.28,77,1016,3.6,good
0.8,1.65,61.67,0.06,0.05,47.02,22.52,77,1017,0.55,good
1.48,3.42,63.72,0.05,0.08,47.25,22.82,68,1017,2.57,good
2.1,3.17,116.28,2.03,0.22,51.89,12.4,70,1015,1.03,good
3.11,5.0,119.43,3.7,0.59,52.46,14.49,49,1015,1.03,good
5.95,6.87,132.28,3.24,1.31,76.47,7.35,70,1016,1.87,fair
2.66,4.47,108.4,5.15,0.25,49.01,11.67,71,1015,2.21,good
4.02,6.9,142.36,6.51,2.72,70.49,9.99,71,1018,2.06,fair
1.87,3.0,99.73,2.53,0.13,38.19,15.34,46,1016,2.33,good
5.08,5.41,117.26,1.34,0.32,59.24,16.72,47,1008,3.5,good
6.01,6.25,128.32,0.62,0.21,93.2,8.33,88,1001,4.0,fair
1.26,1.54,131.33,0.63,0.16,52.95,4.87,75,1019,4.0,good
21.08,35.98,624.89,4.07,0.41,0.73,19.71,94,1015,1.03,fair
10.69,17.11,255.49,1.6,0.24,6.26,17.35,90,1016,1.68,fair
10.36,17.95,305.83,2.54,0.29,6.33,14.22,98,1017,0.7,fair
32.25,101.53,112.62,1.92,2.12,98.56,27.0,61,1008,7.93,poor
28.42,87.95,99.05,1.1,1.03,60.23,28.45,11,1007,5.26,moderate
36.6,109.74,122.08,8.64,29.48,78.61,26.2,51,1008,4.07,poor
0.77,2.21,62.27,0.02,0.04,21.51,30.55,65,1010,1.77,good
0.77,2.21,62.27,0.02,0.04,21.51,30.64,64,1010,1.76,good
0.75,2.12,62.29,0.02,0.04,21.38,30.23,65,1010,1.99,good
0.5,1.07,67.38,0.02,0.02,12.61,27.0,94,1008,1.54,good
27.95,121.19,102.05,0.25,0.2,67.19,34.47,9,1005,6.89,poor
27.44,114.68,101.94,0.24,0.18,64.38,33.33,10,1006,9.03,poor
27.44,114.68,101.94,0.24,0.18,64.38,33.37,10,1006,8.91,poor
0.81,1.53,129.57,0.96,0.77,101.27,9.63,54,1002,4.12,moderate
1.51,3.87,128.59,0.92,0.77,96.4,8.48,68,1009,5.14,fair
3.23,5.95,132.67,5.42,1.6,81.81,8.93,86,1012,3.07,fair
3.36,3.8,151.03,0.53,0.15,7.34,26.25,90,1009,1.03,good
3.36,3.8,151.03,0.53,0.15,7.34,26.51,91,1009,3.13,good
3.36,3.8,151.03,0.53,0.15,7.34,26.47,92,1009,3.13,good
11.9,14.42,128.43,2.5,1.14,102.13,13.11,71,1015,0.51,moderate
8.43,9.56,113.05,3.64,0.08,44.8,13.8,50,1013,3.39,good
9.72,11.04,121.11,3.5,0.49,71.3,9.56,59,1014,2.0,fair
5.79,7.05,123.15,2.84,0.96,89.04,14.93,50,1011,3.6,fair
3.54,4.4,120.11,1.42,0.62,67.42,10.97,49,1016,0.51,fair
6.18,7.45,124.21,2.52,0.99,87.92,15.13,50,1012,3.6,fair
0.73,1.29,100.49,0.51,0.28,34.43,26.59,84,1012,3.35,good
0.84,1.74,96.48,0.48,0.2,31.1,24.77,94,1013,1.08,good
1.76,3.36,115.67,0.7,0.28,28.6,24.51,93,1013,1.08,good
15.87,89.16,95.71,0.87,0.39,48.92,22.92,91,1013,2.68,moderate
23.7,76.91,123.87,1.27,0.32,60.46,24.5,66,1012,3.55,moderate
16.28,85.86,95.89,1.25,0.54,47.45,22.89,91,1013,2.68,moderate
0.9,1.95,63.85,0.03,0.06,27.65,28.49,79,1009,8.08,good
6.8,12.75,167.45,1.75,0.2,17.29,20.49,59,1011,1.8,good
1.53,4.07,95.78,0.49,0.04,16.09,24.0,64,1011,1.22,good
1.15,1.53,123.76,1.29,0.47,19.38,26.95,78,1013,4.12,good
0.98,1.24,119.41,0.84,0.28,18.4,26.96,78,1013,4.12,good
3.41,5.28,162.82,0.9,0.13,14.79,24.41,71,1008,2.15,good
11.52,25.83,134.75,0.46,0.07,26.3,32.12,29,1005,1.81,fair
6.5,10.1,155.13,0.42,0.06,3.23,21.55,80,1009,1.71,good
2.99,8.69,87.27,0.04,0.14,26.56,26.64,85,1011,2.8,good
21.19,25.37,125.95,0.26,3.03,48.12,27.27,78,1011,5.66,fair
21.19,25.37,125.95,0.26,3.03,48.12,27.94,74,1011,5.66,fair
17.8,22.7,136.66,0.31,5.95,60.62,30.92,66,1008,2.43,fair
1.18,1.82,123.75,1.17,1.75,86.59,10.67,89,1011,2.19,fair
3.66,14.86,124.31,4.18,2.32,100.79,10.63,59,1012,0.45,moderate
1.81,3.1,112.3,2.41,1.54,96.26,11.55,76,1011,4.18,fair
11.44,15.13,155.25,9.39,11.91,40.87,18.99,65,1011,2.0,fair
12.72,16.7,157.93,15.08,16.99,33.91,15.91,71,1014,2.68,fair
11.76,15.63,137.71,0.54,0.53,70.1,27.67,81,1014,1.34,fair
25.45,56.36,355.54,3.83,0.84,26.83,31.98,35,1006,1.54,moderate
2.63,3.82,107.53,0.3,0.03,16.62,31.19,29,1006,1.75,good
15.65,45.78,116.51,0.43,0.12,38.07,28.85,13,1006,2.26,fair
1.18,1.98,93.4,0.17,0.09,21.1,28.06,83,1010,0.51,good
5.46,8.91,177.13,1.77,0.29,16.18,24.03,84,1011,1.07,good
3.57,5.7,147.29,1.72,0.15,14.35,26.81,66,1010,1.95,good
7.38,8.85,244.3,3.86,1.18,27.4,27.68,68,1010,0.95,good
6.61,7.84,212.32,2.89,0.86,25.64,28.36,68,1010,0.95,good
8.82,10.7,269.84,3.83,1.02,24.1,29.44,86,1010,1.09,good
6.89,27.04,194.41,1.5,0.4,58.28,12.06,82,1016,1.0,fair
1.91,4.29,113.28,0.65,0.25,50.91,16.5,62,1014,0.53,good
2.52,6.53,127.67,0.82,0.66,60.58,14.71,61,1014,1.58,fair
1.68,3.1,163.23,1.92,0.47,9.11,28.19,63,1012,0.29,good
1.38,3.15,119.79,1.14,0.34,14.92,26.4,76,1012,1.36,good
1.15,3.11,73.85,0.34,0.13,19.56,27.29,71,1012,1.7,good
10.56,18.31,162.2,5.0,1.13,84.66,18.92,59,1007,2.06,fair
24.64,115.09,111.5,0.34,0.1,75.21,16.99,63,1011,1.03,poor
32.92,175.69,110.0,0.22,0.06,88.15,15.97,59,1011,3.09,poor
12.96,41.43,130.21,1.2,0.73,100.1,18.8,77,1016,4.12,moderate
19.26,58.22,210.51,1.82,6.53,128.95,19.08,77,1017,2.57,moderate
12.63,33.9,149.15,0.7,1.46,123.56,19.88,77,1017,5.66,moderate
3.63,11.67,62.61,0.03,0.1,53.74,26.18,83,1013,7.2,good
4.82,6.51,128.22,2.81,0.66,46.39,11.92,59,1015,2.06,good
1.77,1.83,123.65,1.12,0.5,95.63,3.89,88,1011,0.45,fair
3.17,3.87,123.41,1.18,0.6,79.93,9.57,81,1016,2.15,fair
1.96,6.98,118.57,0.42,0.07,24.77,26.26,77,1013,2.57,good
1.88,6.12,119.64,0.35,0.06,23.89,26.15,77,1013,3.39,good
1.88,6.12,119.64,0.35,0.06,23.89,26.12,77,1013,3.39,good
14.82,15.91,488.05,17.91,14.91,10.95,19.18,93,1015,3.09,fair
14.82,15.91,488.05,17.91,14.91,10.95,19.25,93,1014,3.09,fair
24.24,26.88,335.02,15.96,10.23,78.83,21.73,92,1015,2.57,fair
3.61,6.1,73.73,0.3,0.03,15.1,25.21,94,1012,1.54,good
3.08,5.48,132.3,1.21,0.09,7.34,20.36,84,1012,3.04,good
1.5,2.23,79.41,0.32,0.03,24.23,17.37,89,1015,3.13,good
2.93,3.53,109.35,1.22,1.07,60.12,15.75,50,1014,0.45,fair
3.15,4.39,128.89,2.1,0.68,55.33,11.74,57,1017,1.63,good
5.06,5.88,132.33,1.04,0.97,92.02,11.13,69,1017,2.31,fair
6.13,8.89,183.91,3.23,0.21,14.31,18.49,94,1012,0.19,good
6.13,8.89,183.91,3.23,0.21,14.31,18.29,95,1012,0.31,good
5.0,6.76,162.62,2.58,0.17,19.86,18.46,96,1012,0.17,good
4.07,5.55,144.43,3.98,1.46,115.18,19.92,45,1009,7.72,moderate
0.5,0.64,109.59,0.12,0.09,89.99,18.69,62,1013,9.26,fair
4.72,6.69,146.08,3.34,1.3,115.85,18.64,53,1009,7.72,moderate
9.6,15.12,145.85,5.0,4.56,57.16,14.88,81,1012,1.03,good
9.08,13.42,182.37,3.74,0.27,31.02,18.89,82,1011,0.0,good
7.91,12.34,143.54,3.04,0.12,23.9,15.4,88,1011,3.05,good
2.26,5.01,152.04,1.69,0.31,53.49,18.17,54,1013,2.36,good
1.43,2.71,112.97,0.19,0.1,58.17,15.12,64,1014,2.43,good
1.99,4.33,121.04,1.37,0.21,59.88,17.62,66,1014,2.07,good
2.53,11.65,114.86,0.4,0.31,32.39,26.93,83,1015,1.54,good
2.38,10.41,113.35,0.32,0.27,32.87,26.78,83,1015,1.54,good
1.48,2.7,138.87,1.83,0.49,25.01,22.67,78,1014,1.54,good
5.61,7.09,160.98,2.18,0.13,38.3,28.56,73,1009,3.96,good
3.61,5.33,159.67,1.53,0.12,18.4,27.81,65,1012,1.74,good
2.26,11.63,91.79,0.11,0.16,40.36,27.75,74,1016,2.57,good
2.07,9.08,93.74,0.2,0.18,39.83,27.14,81,1015,7.31,good
12.56,15.91,435.8,10.13,2.54,32.36,28.01,89,1009,3.6,fair
53.4,60.24,611.3,5.42,1.94,14.62,23.0,76,1014,1.21,poor
51.68,60.53,589.89,8.77,6.93,60.13,22.99,88,1014,1.03,poor
3.08,6.52,62.62,0.02,3.89,40.16,29.1,70,1012,4.63,good
0.5,1.24,62.34,0.09,0.04,17.78,29.95,78,1009,4.02,good
4.74,6.49,118.63,3.99,0.69,78.77,6.66,72,1017,1.03,fair
7.17,9.92,128.87,6.9,0.53,60.25,9.36,68,1019,2.17,fair
4.69,6.79,123.19,5.77,0.73,67.44,8.14,72,1018,0.72,fair
15.45,30.87,108.46,3.62,4.17,44.3,19.68,34,1015,1.02,fair
10.01,21.75,102.06,0.87,1.52,51.22,29.57,66,1006,4.25,fair
14.83,34.53,108.39,2.66,2.68,52.06,25.26,35,1011,1.39,fair
1.67,4.0,66.89,0.05,0.06,45.56,25.89,89,1012,2.06,good
1.67,4.0,66.89,0.05,0.06,45.56,25.84,89,1012,2.06,good
1.67,4.0,66.89,0.05,0.06,45.56,25.76,89,1012,2.06,good
6.5,8.99,158.02,4.33,2.13,32.23,13.97,92,1014,3.45,good
0.5,1.83,63.21,0.04,0.1,53.61,12.03,91,1013,3.6,good
27.53,37.63,181.11,1.81,1.51,68.95,23.07,81,1010,4.28,moderate
1.78,2.76,87.11,0.49,0.09,18.39,17.05,82,1015,2.61,good
2.17,3.28,98.44,0.68,0.26,17.4,19.65,67,1014,1.13,good
1.97,2.8,88.24,0.49,0.27,20.67,17.22,73,1015,2.19,good
9.19,12.41,170.79,3.13,1.31,27.41,13.79,89,1017,2.93,good
13.83,15.51,124.48,1.82,0.27,21.82,18.36,59,1015,1.95,fair
9.15,11.85,162.1,2.94,1.17,29.18,14.95,81,1017,3.27,good
0.5,1.17,114.61,1.24,0.06,74.49,6.7,89,1013,1.34,fair
0.5,1.17,114.61,1.24,0.06,74.49,6.92,89,1013,1.34,fair
94.25,238.76,405.01,8.74,4.78,88.57,30.84,38,1005,4.47,very_poor
84.47,293.69,233.49,1.13,1.23,117.97,28.02,69,1005,0.51,very_poor
84.93,205.6,368.22,9.4,5.86,97.47,31.0,48,1005,2.06,very_poor
4.02,7.42,307.67,2.68,0.07,50.7,14.31,41,1012,0.24,good
11.48,30.67,238.7,1.26,0.22,70.06,21.62,21,1011,2.07,fair
4.9,12.08,113.36,0.95,0.16,70.77,22.45,30,1011,2.02,fair
2.14,10.1,100.72,1.06,0.83,46.39,25.66,79,1017,3.6,good
17.81,23.7,114.23,1.52,4.0,104.04,11.51,71,1017,2.06,moderate
13.87,20.63,113.24,1.31,3.18,102.71,12.23,78,1017,2.86,moderate
12.08,18.96,111.76,0.64,1.82,102.27,14.09,71,1017,4.0,moderate
9.83,37.41,112.43,3.31,1.23,93.68,9.09,66,1008,1.03,fair
6.87,28.77,109.21,2.54,0.17,46.9,4.84,81,1011,2.06,fair
6.84,27.31,108.55,2.77,0.27,59.15,5.86,92,1012,1.59,fair
11.42,45.81,65.67,0.04,0.18,39.06,25.0,88,1011,2.06,fair
32.15,146.76,71.46,0.36,0.08,29.15,14.92,82,1015,1.54,poor
4.66,6.0,97.58,1.83,0.09,18.81,17.89,82,1013,2.06,good
12.99,18.73,176.22,5.47,1.11,32.27,20.25,87,1013,4.12,fair
14.34,22.18,193.08,3.6,0.17,51.51,21.45,83,1010,3.6,fair
11.69,17.81,254.88,6.38,0.55,27.87,22.95,94,1010,2.57,fair
2.67,3.56,117.86,2.96,0.54,68.12,16.05,66,1006,5.14,fair
1.66,1.91,117.6,1.26,0.32,94.18,11.61,84,1009,2.06,fair
4.19,4.63,118.35,2.7,0.05,52.88,13.66,86,1009,3.09,good
0.64,1.18,70.76,1.08,0.28,21.35,16.98,66,1020,3.09,good
0.75,1.99,63.62,0.56,0.28,39.83,15.18,65,1020,3.6,good
1.76,1.82,62.35,0.73,0.1,31.53,22.8,81,1019,3.6,good
5.43,19.41,139.89,2.36,2.17,48.05,27.97,74,1011,11.32,good
5.43,19.41,139.89,2.36,2.17,48.05,27.83,79,1011,11.32,good
5.43,19.41,139.89,2.36,2.17,48.05,27.89,74,1011,11.32,good
3.35,7.55,128.83,1.78,0.6,76.54,12.03,87,1012,4.12,fair
3.41,8.76,128.89,2.16,0.69,72.69,12.63,87,1013,6.57,fair
2.9,5.86,104.78,0.99,0.03,56.16,11.48,100,1011,1.03,good
32.18,36.26,120.14,1.24,2.52,98.42,10.95,76,1016,0.51,moderate
13.85,15.46,117.16,1.24,0.79,96.2,11.74,71,1013,2.06,fair
17.64,19.59,122.19,1.36,0.97,89.54,9.84,72,1016,2.28,fair
3.38,16.95,120.09,0.04,0.12,27.41,27.27,78,1016,6.17,good
13.31,18.99,322.75,8.86,1.85,3.95,23.99,94,1008,1.03,fair
0.89,2.32,100.39,0.04,0.04,28.12,24.51,90,1009,2.46,good
17.05,23.77,368.51,10.51,2.33,1.95,24.0,94,1008,1.03,fair
6.54,6.65,141.88,4.99,0.42,71.61,9.74,89,1009,3.09,fair
6.17,6.55,139.26,6.22,0.88,79.05,10.48,84,1009,3.6,fair
7.96,8.9,141.56,6.3,1.44,87.81,9.83,82,1009,4.43,fair
17.22,43.28,192.67,2.59,0.2,25.51,33.06,46,1006,4.12,fair
4.69,6.88,159.03,1.6,0.12,14.91,31.25,58,1007,3.6,good
11.83,31.87,182.67,1.15,0.23,26.13,36.2,20,1006,1.89,fair
6.13,7.09,112.28,2.42,1.08,56.3,9.83,71,1016,2.57,good
5.88,6.72,115.56,1.38,0.56,70.75,12.11,62,1016,4.63,fair
6.5,7.28,120.43,2.11,0.61,57.18,6.96,76,1016,1.03,good
82.35,240.35,271.4,6.67,27.34,154.41,29.98,62,1005,2.57,very_poor
85.1,253.12,256.81,4.42,26.28,170.34,29.97,62,1005,2.57,very_poor
81.49,253.97,234.55,3.47,22.03,166.71,29.79,58,1005,3.54,very_poor
2.12,3.19,120.47,0.71,0.08,9.76,21.38,86,1013,1.46,good
5.17,8.56,221.47,2.54,0.59,20.11,14.76,94,1015,1.68,good
13.37,21.81,434.37,5.04,1.21,15.93,13.45,96,1014,0.87,fair
1.21,3.84,100.92,0.06,0.12,19.47,27.56,84,1010,4.64,good
1.22,3.83,100.08,0.06,0.12,19.5,26.66,87,1010,3.61,good
1.32,4.34,100.54,0.06,0.13,19.33,26.76,86,1010,4.0,good
0.74,0.9,88.87,0.55,0.26,5.13,27.03,94,1009,1.03,good
0.74,0.9,88.87,0.55,0.26,5.13,26.99,94,1009,1.03,good
0.62,0.72,73.6,0.3,0.14,3.74,27.0,94,1009,1.03,good
2.3,2.84,68.64,1.4,0.2,50.6,12.99,32,1017,2.06,good
0.93,1.12,82.35,0.4,0.04,16.18,26.01,78,1010,6.17,good
3.36,4.14,79.97,1.96,0.47,51.51,21.84,26,1014,2.57,good
52.11,81.75,257.93,2.54,1.34,49.72,23.69,75,1023,2.57,poor
