temp,humidity,wind,pressure,pm2_5,pm10,co,no2,o3,so2,nh3,aqi
27.32,64,1.69,1008,49.33,84.25,131.33,4.56,73.2,15.42,0.0,3
30.48,65,1.78,1009,0.5,0.96,71.44,0.02,5.48,0.01,0.0,1
30.63,64,1.8,1009,0.5,0.96,71.44,0.02,5.48,0.01,0.0,1
29.98,67,2.02,1009,0.5,0.85,71.11,0.02,5.6,0.01,0.0,1
27.0,89,3.09,1008,0.5,0.77,69.1,0.04,16.55,0.01,0.0,1
31.44,8,7.87,1007,24.76,114.66,99.84,0.13,80.03,0.11,0.6,4
30.96,8,7.55,1007,23.5,109.23,99.92,0.13,81.52,0.11,0.63,4
30.98,8,7.56,1007,23.5,109.23,99.92,0.13,81.52,0.11,0.63,4
1.78,72,0.89,1008,0.5,0.5,137.58,0.49,105.74,0.19,0.3,3
3.63,51,3.6,1017,0.5,0.5,135.54,0.85,105.64,0.65,0.28,3
4.93,69,6.95,1016,0.52,1.25,137.38,1.38,102.38,0.68,2.24,3
27.57,90,1.54,1009,3.69,4.53,122.83,2.5,6.69,1.36,1.67,1
28.13,89,2.68,1009,3.69,4.53,122.83,2.5,6.69,1.36,1.67,1
28.22,89,2.68,1009,3.69,4.53,122.83,2.5,6.69,1.36,1.67,1
9.22,79,2.06,1016,15.53,17.11,153.68,3.64,77.08,0.91,4.9,2
8.88,82,1.03,1015,11.24,12.94,146.91,3.17,67.36,0.18,2.98,2
11.99,71,0.89,1015,13.91,15.55,153.62,3.54,87.52,0.7,4.55,2
13.19,51,4.12,1014,6.69,8.9,151.99,4.78,64.48,0.42,11.76,2
7.08,63,1.54,1009,6.97,9.73,135.26,2.21,84.31,1.21,13.33,2
13.95,49,4.12,1014,6.69,8.9,151.99,4.78,64.48,0.42,11.76,2
25.02,81,4.03,1010,11.47,59.24,102.56,0.41,60.24,0.42,0.0,3
23.71,78,0.31,1009,11.04,60.39,109.06,0.37,49.13,0.31,0.0,3
23.1,79,1.0,1009,11.37,54.06,114.95,0.48,42.87,0.29,0.17,3
20.7,90,4.12,1010,27.84,151.09,106.46,0.71,82.09,1.21,0.0,4
22.8,41,5.84,1008,40.59,176.93,136.35,1.54,70.84,1.23,0.7,4
20.67,90,4.12,1010,29.63,155.26,106.39,0.96,83.2,1.35,0.0,4
27.99,74,2.07,1009,0.5,0.69,69.35,0.07,16.15,0.01,0.05,1
19.92,78,1.67,1012,1.88,4.55,114.66,1.25,11.56,0.1,6.33,1
21.29,73,0.77,1012,0.85,3.16,79.53,0.36,14.74,0.03,1.72,1
25.95,94,1.03,1011,0.51,0.56,105.5,0.46,14.28,0.18,0.01,1
25.96,94,1.03,1011,0.58,0.66,106.76,0.27,12.6,0.1,0.02,1
22.35,89,1.02,1010,5.0,7.17,186.09,0.72,7.5,0.05,0.53,1
27.79,42,1.98,1007,1.3,2.08,110.77,0.14,15.68,0.01,0.8,1
19.43,95,1.37,1011,4.24,4.78,137.88,0.19,4.24,0.02,0.05,1
26.02,89,1.03,1011,2.26,3.92,89.4,0.04,22.93,0.06,0.0,1
25.6,79,5.14,1010,5.55,8.91,99.2,0.22,42.59,0.31,0.0,1
25.94,78,5.14,1011,5.55,8.91,99.2,0.22,42.59,0.31,0.0,1
29.04,77,2.87,1009,4.67,6.83,99.9,0.15,39.82,0.2,0.0,1
15.86,65,3.66,1013,11.82,34.68,108.13,1.3,56.29,0.92,9.6,2
13.42,58,2.6,1013,37.2,49.39,205.48,22.65,69.8,8.21,38.39,3
17.15,64,2.38,1011,14.15,30.64,127.18,4.19,71.73,5.18,54.11,2
15.34,70,2.57,1017,8.4,10.11,148.71,3.63,24.15,0.78,0.95,1
12.32,75,2.96,1019,10.05,11.65,142.79,3.57,27.69,0.95,0.59,2
24.75,82,3.6,1011,3.27,3.94,119.34,0.7,65.78,0.45,0.0,2
31.98,45,4.12,1006,22.94,59.49,224.82,1.22,33.35,0.27,2.1,3
27.75,52,1.93,1009,2.14,3.22,119.65,0.32,8.78,0.02,0.49,1
31.05,22,1.54,1007,12.92,38.45,130.85,0.29,27.12,0.03,0.57,2
29.06,84,4.12,1010,0.88,2.89,103.94,0.14,28.22,0.12,0.06,1
24.63,75,1.29,1010,1.57,2.95,123.46,1.75,20.13,0.3,0.86,1
26.23,68,2.11,1009,1.72,2.67,110.69,1.33,17.82,0.19,0.99,1
28.96,67,3.12,1010,7.11,11.09,153.83,1.83,36.28,0.41,1.98,1
32.25,59,2.57,1010,6.37,10.43,134.58,1.41,35.53,0.34,1.39,1
28.97,74,2.06,1010,7.83,11.78,175.15,2.35,36.12,0.51,2.32,1
14.06,72,0.0,1017,6.13,19.33,228.47,1.28,57.55,0.39,9.94,1
16.62,43,0.75,1017,2.48,3.61,99.59,0.42,61.61,0.38,8.26,2
15.42,43,3.56,1016,3.65,5.74,109.25,0.44,79.18,0.55,11.79,2
28.54,72,2.82,1012,0.5,0.56,80.23,0.66,26.6,0.13,0.13,1
26.53,84,1.87,1012,0.78,1.93,79.7,0.56,29.6,0.15,0.12,1
25.89,91,1.61,1013,1.08,3.42,65.56,0.16,34.62,0.11,0.05,1
16.92,59,8.23,1021,9.59,17.82,130.29,2.9,78.19,0.7,9.89,2
21.99,40,1.03,1011,20.62,93.32,133.69,0.46,78.41,0.26,4.35,3
12.97,67,10.29,1020,103.17,685.97,127.02,0.19,103.88,0.07,1.42,5
12.8,94,1.03,1018,16.41,26.16,126.62,1.66,72.19,1.07,0.86,2
16.08,67,1.54,1018,21.66,43.35,131.87,0.51,117.47,4.09,0.0,3
16.88,67,2.57,1018,21.07,32.92,124.89,0.65,106.74,2.89,0.0,3
31.18,66,6.69,1012,2.13,5.42,63.53,0.03,34.56,0.06,0.0,1
12.79,49,3.09,1014,36.84,41.8,191.65,10.54,57.6,4.64,36.39,3
6.8,66,0.75,1015,3.39,4.41,119.54,2.13,51.36,0.33,36.68,1
9.31,68,0.76,1014,8.93,11.32,118.0,2.7,42.54,0.41,13.07,1
24.59,90,1.54,1011,0.84,0.92,119.86,0.32,10.43,0.02,0.24,1
24.48,90,2.3,1011,0.87,0.94,123.98,0.56,10.29,0.02,0.3,1
24.45,90,2.3,1011,0.87,0.94,123.98,0.56,10.29,0.02,0.3,1
21.7,19,1.16,1015,6.8,8.89,319.66,11.04,16.79,3.01,5.55,1
22.8,45,0.51,1015,6.8,8.89,319.66,11.04,16.79,3.01,5.55,1
22.28,83,3.09,1015,24.49,31.58,248.67,10.84,75.2,32.19,0.54,2
23.38,95,2.53,1011,1.48,1.87,74.08,0.28,7.02,0.01,0.06,1
20.38,82,2.32,1012,1.32,1.97,98.45,0.78,21.99,0.05,0.2,1
17.04,96,2.52,1014,0.5,0.94,79.31,0.34,15.14,0.02,0.11,1
11.2,68,0.45,1004,3.81,5.12,123.15,0.7,83.91,1.06,4.27,2
7.78,71,4.97,1009,2.34,3.78,143.15,2.51,71.71,4.33,3.39,2
11.63,72,5.08,1012,13.69,16.24,144.17,0.65,94.08,0.59,0.68,2
18.54,93,1.6,1012,6.22,7.79,168.0,2.83,22.02,0.16,5.09,1
18.39,94,1.47,1012,6.22,7.79,168.0,2.83,22.02,0.16,5.09,1
18.48,96,1.37,1012,5.32,6.12,155.35,2.26,28.29,0.12,4.76,1
5.36,91,6.17,1017,1.04,1.88,140.31,1.36,88.87,0.53,0.08,2
16.02,71,5.14,1011,1.24,2.96,129.26,0.26,106.54,0.4,0.0,3
5.21,92,7.2,1017,1.04,2.04,138.31,1.02,89.03,0.5,0.07,2
17.66,94,1.54,1012,3.1,7.4,76.04,0.12,53.39,0.11,0.0,1
20.35,86,0.0,1012,9.73,12.57,180.67,3.38,35.1,0.27,0.68,1
19.86,81,1.75,1012,16.5,20.48,209.76,2.92,26.09,0.3,0.26,2
19.33,32,2.36,1014,3.3,7.13,127.35,0.5,109.23,0.39,8.15,3
15.75,47,2.6,1017,2.25,2.87,94.56,0.14,66.63,0.36,6.04,2
18.38,46,2.12,1016,3.02,4.39,111.83,0.94,68.98,0.46,11.56,2
26.93,89,1.54,1012,1.95,6.04,133.42,0.62,19.0,0.37,0.04,1
26.78,89,1.54,1012,1.88,5.87,131.87,0.51,18.05,0.35,0.03,1
22.3,90,2.06,1012,2.68,2.87,191.57,2.19,14.69,0.12,5.74,1
28.5,67,1.23,1009,1.79,1.82,148.69,2.31,32.47,0.04,8.74,1
25.29,85,0.92,1011,2.34,2.44,180.34,1.37,16.67,0.08,4.81,1
26.75,78,2.57,1012,0.9,3.31,110.21,0.23,41.16,0.12,0.0,1
27.85,78,4.63,1012,0.56,2.2,110.51,0.21,40.51,0.09,0.0,1
28.01,78,3.6,1011,21.91,30.91,678.75,11.75,27.94,2.8,6.29,2
23.0,86,2.39,1013,73.37,78.39,697.67,9.56,12.45,2.51,43.19,4
23.99,83,2.06,1012,67.96,76.22,636.85,10.79,71.76,4.26,58.29,4
30.1,79,1.03,1011,1.21,2.58,65.8,0.05,19.16,0.18,0.0,1
29.95,74,9.58,1009,2.13,10.85,61.49,0.01,44.89,0.07,0.0,1
6.77,76,0.0,1015,7.96,10.8,127.14,3.22,63.95,1.11,22.55,2
9.83,67,1.47,1016,10.07,14.09,138.85,5.58,60.31,1.12,24.14,2
7.72,75,1.52,1016,8.13,11.4,133.18,4.55,61.6,1.2,20.9,2
18.62,29,0.42,1014,17.84,37.39,112.13,1.8,50.89,2.97,3.05,2
27.7,73,7.31,1009,31.9,58.43,121.0,0.69,78.31,0.9,0.0,3
21.17,66,3.5,1012,29.51,52.86,124.51,1.73,74.11,2.44,0.01,3
25.89,89,2.06,1011,2.9,7.0,72.94,0.06,27.52,0.13,0.07,1
25.84,89,2.06,1011,2.9,7.0,72.94,0.06,27.52,0.13,0.07,1
25.76,89,2.06,1011,2.9,7.0,72.94,0.06,27.52,0.13,0.07,1
9.12,96,0.0,1020,4.3,6.11,150.56,4.38,16.02,0.82,0.37,1
16.49,78,6.17,1012,1.69,6.95,63.87,0.1,54.06,0.27,0.0,1
22.52,68,2.73,1013,22.17,31.02,245.51,5.27,42.16,3.85,0.62,2
15.14,88,1.03,1016,2.97,3.82,83.96,0.63,23.01,0.07,0.37,1
18.11,77,1.55,1015,1.28,2.34,84.06,0.47,29.32,0.27,0.22,1
17.53,85,0.89,1016,1.09,1.79,77.61,0.37,29.85,0.24,0.18,1
15.46,89,0.94,1019,0.92,1.89,74.5,0.47,37.6,0.18,0.14,1
13.04,96,2.56,1019,0.95,1.77,71.28,0.42,28.22,0.14,0.08,1
13.06,97,1.3,1019,0.98,1.98,75.1,0.52,36.18,0.18,0.14,1
12.11,89,0.45,1021,4.26,8.73,117.46,3.43,66.59,0.28,18.92,2
12.33,89,0.45,1021,4.26,8.73,117.46,3.43,66.59,0.28,18.92,2
29.84,57,4.89,1007,13.85,61.92,118.27,3.78,76.98,1.03,0.44,3
29.02,34,3.09,1007,21.23,113.16,111.36,0.64,78.09,0.17,0.17,4
30.0,48,3.09,1006,12.92,54.27,118.57,4.01,76.57,1.23,0.59,3
15.03,56,0.34,1011,2.63,4.52,195.76,1.44,45.9,0.06,1.73,1
15.22,57,2.11,1011,58.61,235.0,142.13,0.37,85.43,0.06,0.91,5
21.2,45,2.46,1012,4.49,17.28,110.96,0.27,56.56,0.02,0.59,1
25.1,83,1.54,1015,1.54,2.97,108.74,1.14,42.19,0.47,0.0,1
10.51,82,1.54,1018,15.49,18.96,142.32,2.48,123.88,1.89,2.91,3
11.23,72,1.11,1018,13.39,16.83,153.46,4.06,123.67,2.52,1.86,3
13.75,61,2.22,1018,12.43,16.74,153.37,2.59,121.79,2.11,1.24,3
13.09,72,0.51,1013,5.01,5.93,133.51,2.28,99.07,1.01,58.21,2
3.84,100,2.06,1013,4.21,5.19,122.31,2.17,53.6,0.28,16.83,1
8.43,76,2.34,1013,3.75,4.52,121.85,2.29,50.14,0.18,11.25,1
25.0,88,3.09,1012,10.18,31.16,75.33,0.03,38.27,0.28,0.0,2
16.92,100,2.06,1017,18.3,76.34,76.25,0.33,24.58,0.08,0.16,3
17.89,94,1.54,1016,0.96,1.17,90.86,0.83,21.33,0.04,0.11,1
10.88,46,5.66,1013,15.44,60.26,64.2,0.26,44.68,0.06,0.11,3
13.12,41,4.12,1022,2.93,15.11,75.27,0.92,46.12,0.04,0.2,1
12.21,37,6.17,1019,3.37,18.98,75.18,0.56,50.44,0.06,0.21,1
7.8,62,0.51,1024,5.02,7.66,173.02,7.49,50.48,0.66,12.68,1
8.49,67,0.51,1024,4.39,6.79,137.75,3.96,73.17,0.46,7.42,2
6.72,55,3.6,1024,6.75,8.48,146.66,5.23,67.77,0.53,19.97,2
19.04,66,3.6,1025,5.13,7.62,75.8,2.41,22.72,1.42,0.18,1
16.3,84,0.51,1025,1.82,4.15,63.48,0.21,40.0,0.18,0.0,1
21.55,79,4.12,1022,0.5,0.64,61.78,0.21,40.43,0.04,0.02,1
27.8,84,7.2,1011,2.36,3.26,146.92,2.17,52.51,1.95,0.65,1
27.77,84,7.2,1011,2.36,3.26,146.92,2.17,52.51,1.95,0.65,1
27.64,85,7.2,1011,2.36,3.26,146.92,2.17,52.51,1.95,0.65,1
13.03,94,7.2,1011,4.59,9.45,127.88,0.36,87.48,0.24,2.03,2
12.92,85,8.29,1010,4.74,10.07,130.75,1.23,60.24,0.15,4.57,2
9.48,87,2.06,1013,2.06,4.13,91.19,0.88,55.24,0.06,15.27,1
6.95,76,2.57,1024,7.18,8.75,131.23,1.66,78.34,0.88,5.6,2
5.74,75,2.57,1024,9.97,12.1,134.32,2.7,78.44,0.94,28.16,2
5.02,86,0.43,1024,7.54,9.37,132.12,2.49,63.46,0.7,10.77,2
27.27,78,3.6,1015,2.62,13.91,104.19,0.05,27.32,0.19,0.0,1
20.99,94,3.09,1006,12.22,34.05,142.61,1.02,37.34,0.86,1.98,2
25.91,89,3.6,1007,14.19,31.74,131.87,0.05,51.18,0.14,0.27,2
21.0,94,3.09,1005,12.38,32.8,145.4,1.37,36.25,1.11,2.34,2
7.74,71,1.03,1024,17.31,19.85,163.87,4.75,81.46,1.15,26.06,2
9.19,79,2.57,1024,16.71,19.86,178.18,10.1,79.36,1.87,28.41,2
7.16,90,2.32,1024,20.43,23.96,191.29,9.28,77.83,1.54,27.65,2
31.69,42,3.14,1010,4.17,8.36,157.66,1.34,27.27,0.11,1.64,1
29.03,52,2.16,1011,1.16,1.85,130.64,0.89,22.06,0.07,1.47,1
31.36,42,0.23,1010,3.42,6.24,161.82,1.03,28.92,0.14,1.73,1
9.83,32,2.06,1022,5.14,6.44,116.85,0.76,86.92,1.39,3.75,2
16.11,31,5.14,1021,11.36,13.05,120.53,1.16,77.97,0.96,24.64,2
9.96,50,2.06,1022,4.05,5.41,127.73,0.89,99.68,0.88,3.37,2
25.98,65,2.06,1009,30.81,117.19,180.2,5.54,52.8,3.88,0.03,4
25.97,65,2.06,1009,34.3,130.05,186.91,6.98,52.21,5.04,0.02,4
25.79,61,5.83,1009,36.37,150.29,169.26,5.2,56.89,4.46,0.01,4
21.88,88,0.51,1014,1.84,2.93,103.95,0.81,13.83,0.12,0.67,1
15.43,97,1.46,1015,2.02,3.01,134.92,1.3,27.64,0.19,1.5,1
14.64,97,0.94,1015,7.03,10.49,257.34,3.32,26.73,0.63,3.87,1
25.99,83,1.03,1011,0.51,1.22,90.57,0.07,25.73,0.04,0.05,1
25.92,83,1.03,1011,0.5,1.2,89.42,0.06,26.17,0.04,0.05,1
25.9,80,1.76,1011,0.51,1.23,89.47,0.07,25.84,0.04,0.05,1
28.03,89,1.54,1009,4.33,4.95,145.19,0.6,12.63,0.13,1.46,1
27.99,89,1.54,1009,4.33,4.95,145.19,0.6,12.63,0.13,1.46,1
28.0,89,1.54,1009,3.6,4.12,126.61,0.38,9.38,0.08,0.91,1
10.99,57,3.09,1016,3.22,6.35,64.01,0.72,42.33,0.14,0.14,1
20.01,94,4.63,1012,0.63,0.77,83.72,0.23,10.25,0.03,0.45,1
20.84,37,2.06,1013,2.1,3.35,73.15,1.46,41.51,0.38,0.73,1
24.85,65,1.03,1013,41.5,48.84,239.42,2.04,67.57,0.68,0.23,3
27.78,66,2.57,1011,60.5,82.95,334.7,1.42,211.32,5.41,0.92,5
20.44,83,0.0,1016,6.88,8.04,140.35,9.19,29.44,0.65,3.32,1
24.99,73,3.6,1013,1.4,4.3,107.68,0.11,68.6,0.09,0.0,2
24.96,73,4.12,1012,1.09,3.33,110.09,0.48,71.63,0.22,0.02,2
24.97,73,4.12,1012,1.09,3.33,110.09,0.48,71.63,0.22,0.02,2
6.61,92,1.54,1013,16.25,17.08,417.38,3.04,62.27,1.44,3.83,2
20.4,79,1.8,1007,24.49,26.25,389.13,3.67,26.59,3.18,7.37,2
16.25,85,1.53,1009,15.59,16.41,395.88,3.01,54.91,2.55,3.67,2
18.06,67,1.18,1016,2.6,5.01,82.43,1.59,22.85,0.18,0.06,1
18.98,68,1.47,1016,1.94,2.48,74.11,0.94,16.16,0.13,0.22,1
17.95,67,1.21,1016,2.6,5.01,82.43,1.59,22.85,0.18,0.06,1
0.25,61,9.16,1012,0.5,0.5,139.26,0.46,83.71,0.3,2.42,2
0.99,75,9.0,1009,0.5,0.5,136.69,0.38,95.19,0.61,2.0,2
1.0,65,6.24,1019,0.73,1.15,144.83,1.77,75.55,0.98,7.01,2
29.45,1,3.09,1009,5.51,11.36,106.22,0.23,33.58,0.15,0.2,1
28.51,82,6.73,1009,5.59,11.36,105.69,0.22,36.44,0.19,0.14,1
29.37,65,4.44,1009,4.01,8.14,107.25,0.31,44.04,0.25,0.83,1
13.73,40,1.54,1022,14.94,16.42,234.39,11.05,99.82,2.71,1.33,2
16.85,36,2.06,1022,1.45,1.97,135.64,1.92,84.39,0.32,0.55,2
-1.77,66,5.14,1019,1.5,1.55,118.95,0.37,89.55,0.16,0.87,2
26.2,83,5.14,1012,3.23,4.25,137.04,0.48,3.99,0.08,0.24,1
15.72,92,1.47,1016,1.67,2.4,82.04,0.35,15.32,0.23,0.07,1
21.54,89,0.76,1011,1.81,3.45,99.48,0.25,3.06,0.02,0.06,1
26.1,83,1.54,1011,0.5,0.5,60.52,0.01,0.51,0.0,0.04,1
25.96,83,1.54,1011,0.5,0.5,60.52,0.01,0.51,0.0,0.04,1
25.72,83,1.54,1011,0.5,0.5,64.4,0.02,0.65,0.0,0.08,1
26.2,83,1.03,1012,3.23,4.25,137.04,0.48,3.99,0.08,0.24,1
25.04,100,0.51,1011,3.8,4.95,103.15,0.32,34.97,0.04,0.01,1
21.97,96,1.04,1012,6.75,8.65,170.57,1.67,29.11,0.36,0.55,1
7.57,65,1.54,1022,15.32,16.3,130.82,2.19,111.36,1.49,16.89,3
11.19,62,1.03,1021,11.84,14.07,137.29,3.45,53.68,0.39,13.76,2
9.59,59,1.54,1022,17.2,19.13,158.71,5.27,77.74,1.76,12.77,2
27.72,94,2.06,1012,0.5,0.99,81.0,0.18,26.54,0.08,0.02,1
27.31,94,2.06,1012,0.5,1.06,81.08,0.18,26.43,0.08,0.02,1
26.19,78,3.09,1012,1.0,2.57,95.96,0.66,15.66,0.14,0.33,1
17.44,40,5.66,1017,2.98,4.66,107.25,2.75,48.62,0.2,1.06,1
16.72,40,0.42,1017,5.98,7.84,137.72,4.65,48.09,0.39,1.79,1
16.46,39,5.66,1017,2.98,4.66,107.25,2.75,48.62,0.2,1.06,1
24.95,100,0.0,1012,0.5,0.5,102.43,0.05,23.47,0.01,0.04,1
21.74,94,0.0,1013,1.52,1.68,85.92,0.44,1.84,0.03,0.03,1
18.54,91,0.49,1015,6.85,8.99,173.17,0.94,3.02,0.13,0.52,1
19.92,68,4.0,1013,79.76,103.68,393.91,20.6,33.29,11.35,3.26,5
17.94,32,8.41,1011,109.86,152.67,488.47,16.38,28.25,8.74,18.47,5
23.81,83,2.33,1013,13.58,18.99,230.78,0.77,95.64,0.4,0.03,2
15.05,72,0.29,1015,37.39,38.16,212.95,5.15,48.2,2.01,12.96,3
28.03,54,2.57,1012,2.94,3.38,108.76,1.86,12.64,0.37,3.85,1
18.34,89,4.92,1014,3.74,4.16,110.1,1.23,11.28,1.4,1.34,1
21.95,85,1.03,1014,0.5,0.66,106.64,0.29,30.92,0.16,0.03,1
29.93,79,3.6,1009,1.43,1.64,126.71,1.12,40.04,0.19,6.84,1
23.46,81,1.03,1013,0.5,0.65,105.64,0.34,30.77,0.19,0.02,1
29.24,54,4.63,1012,2.47,3.11,119.13,0.21,53.23,0.23,0.28,1
28.16,65,2.57,1013,4.59,6.25,132.97,0.52,64.95,0.54,0.21,2
27.19,74,4.63,1012,2.67,3.19,113.86,0.06,50.68,0.03,0.01,1
22.27,68,4.63,1016,5.79,26.61,104.52,0.17,73.03,0.54,0.0,2
21.75,68,8.75,1017,4.04,18.82,104.11,0.12,74.69,0.43,0.0,2
21.02,73,6.69,1016,4.57,21.51,105.36,0.16,70.06,0.58,0.0,2
28.08,83,4.12,1012,5.49,6.1,196.64,2.51,45.44,0.56,0.84,1
28.16,83,4.12,1012,5.49,6.1,196.64,2.51,45.44,0.56,0.84,1
13.76,100,0.0,1011,2.1,5.2,122.63,0.23,107.99,0.23,0.05,3
17.96,82,4.63,1011,1.42,2.89,120.75,0.18,107.0,0.15,0.0,3
16.27,89,1.54,1011,2.04,4.72,122.0,0.26,108.62,0.25,0.04,3
5.19,63,1.54,1025,6.71,8.94,156.72,5.1,71.22,1.48,13.25,2
5.54,59,1.54,1025,4.67,7.53,241.71,13.89,56.85,2.93,14.58,1
2.82,69,1.03,1025,2.32,3.94,151.4,3.76,69.98,1.12,18.54,2
5.56,61,1.03,1025,4.72,6.77,168.56,9.95,44.61,0.63,28.53,1
3.45,89,1.79,1025,6.65,11.63,169.77,9.86,50.47,0.87,16.02,1
5.51,75,0.51,1023,14.33,15.48,148.41,3.32,105.35,0.86,37.03,3
28.23,73,4.36,1009,15.49,37.12,127.77,0.54,47.91,0.1,3.34,2
22.94,84,6.36,1010,10.87,25.12,196.98,1.4,36.0,0.22,7.58,2
25.06,77,6.32,1009,13.26,33.31,190.96,1.42,37.84,0.18,7.53,2
5.08,78,3.09,1024,3.43,4.99,147.32,4.37,91.78,1.36,5.43,2
2.64,83,2.88,1024,1.41,3.14,141.51,1.7,92.38,0.36,6.76,2
3.12,86,3.06,1025,2.0,4.53,142.13,3.24,74.57,0.43,8.43,2
23.01,82,4.36,1015,2.79,12.03,103.5,1.35,33.87,1.06,0.02,1
27.38,77,3.09,1013,0.82,3.12,95.82,0.14,36.97,0.09,0.0,1
22.65,99,4.47,1013,2.71,5.02,150.39,4.77,39.04,1.07,19.12,1
27.71,74,3.09,1013,0.82,3.12,95.82,0.14,36.97,0.09,0.0,1
16.37,94,1.03,1016,2.4,3.94,120.08,4.79,46.36,0.24,0.52,1
16.93,94,3.6,1016,5.96,10.66,126.96,4.22,55.5,0.38,0.65,1
13.67,82,2.06,1019,15.22,81.55,112.71,3.96,63.97,0.41,0.66,3
12.53,91,0.79,1015,7.62,8.04,232.47,6.76,40.25,1.24,2.38,1
29.93,66,2.06,1010,9.6,25.19,92.06,0.5,48.82,0.26,0.01,2
16.95,72,3.6,1016,5.84,6.78,240.5,10.71,17.86,1.25,1.14,1
3.19,70,5.66,1010,0.5,0.5,139.78,0.3,90.74,0.18,0.25,2
1.14,64,4.63,1007,0.5,0.5,139.27,0.33,86.79,0.15,0.35,2
1.49,82,7.37,1004,0.5,0.51,140.22,0.63,87.92,0.28,0.56,2
20.42,49,3.09,1012,10.4,47.88,121.98,1.49,89.65,1.02,20.48,2
15.9,88,6.17,1012,4.28,11.73,121.93,0.25,105.1,0.32,0.34,3
20.42,55,5.42,1013,10.4,47.88,121.98,1.49,89.65,1.02,20.48,2
18.98,68,5.66,1015,7.79,46.39,111.09,0.16,84.88,0.23,0.0,2
18.01,82,5.66,1016,4.09,20.85,110.24,0.23,87.75,0.58,0.0,2
18.62,81,3.4,1015,1.88,7.42,112.36,0.2,95.79,0.39,0.0,2
17.35,63,0.51,1013,11.41,21.21,203.79,3.17,30.03,0.29,14.15,2
23.82,54,1.8,1010,11.83,22.47,134.5,1.28,35.75,0.16,8.0,2
29.15,48,2.13,1007,15.04,33.06,114.81,0.27,50.65,0.09,1.5,2
18.19,44,2.57,1018,1.23,2.52,106.73,0.87,82.7,0.02,8.85,2
17.88,55,0.51,1019,6.76,12.26,122.61,0.95,112.49,1.02,0.24,3
14.28,83,1.03,1019,4.7,10.12,126.07,3.25,81.88,0.26,12.81,2
14.49,72,2.06,1015,13.54,22.09,475.42,5.48,12.75,0.47,14.19,2
18.26,81,1.66,1013,0.76,2.53,83.08,0.44,18.13,0.03,1.55,1
17.85,70,2.17,1012,19.31,47.02,256.67,3.64,29.72,0.45,17.45,2
1.45,58,5.66,1010,0.5,0.5,140.38,0.75,86.78,0.38,0.61,2
1.4,60,5.36,1010,0.5,0.5,139.82,0.7,86.46,0.35,0.66,2
0.44,63,6.26,1013,0.5,0.5,141.55,0.83,80.25,0.44,1.56,2
29.94,79,3.6,1010,1.26,2.64,63.73,0.11,26.01,0.1,0.1,1
29.99,79,3.6,1010,1.26,2.64,63.73,0.11,26.01,0.1,0.1,1
28.83,70,0.0,1011,1.14,2.74,63.13,0.06,23.06,0.04,0.01,1
13.37,59,3.6,1022,13.02,14.96,165.91,4.65,67.72,0.68,18.45,2
16.25,87,1.48,1019,7.72,14.27,134.53,0.64,104.82,0.42,0.52,3
11.84,70,2.06,1020,7.91,9.55,128.29,2.34,67.15,0.46,19.14,2
25.01,94,2.06,1011,1.04,1.52,77.84,0.28,19.06,0.1,0.07,1
24.98,94,1.03,1010,0.85,1.45,74.8,0.1,25.13,0.04,0.0,1
21.12,95,0.66,1012,0.54,0.62,50.06,0.05,0.91,0.01,0.03,1
9.92,81,3.09,1025,10.98,14.93,138.55,7.58,103.76,4.26,1.75,3
11.67,72,2.06,1025,15.84,17.91,134.5,13.23,46.97,2.42,38.03,2
8.66,84,3.09,1025,9.24,10.37,133.17,2.72,78.01,0.69,2.2,2
9.08,81,1.03,1014,2.18,3.39,101.68,2.85,50.48,0.15,16.68,1
12.99,88,0.51,1014,4.21,5.47,103.19,3.21,70.85,0.85,35.17,2
11.33,75,1.37,1013,6.15,7.46,119.71,3.96,83.07,0.91,24.97,2
25.99,89,2.06,1012,1.01,2.75,115.89,0.06,9.78,0.03,0.05,1
25.99,89,2.06,1012,1.01,2.75,115.89,0.06,9.78,0.03,0.05,1
23.36,94,1.21,1012,1.0,2.15,101.46,0.07,6.79,0.04,0.05,1
10.61,81,2.57,1023,37.39,42.31,161.26,4.99,64.68,1.11,12.53,3
23.4,95,1.51,1012,1.38,2.28,99.14,0.8,12.01,0.2,0.09,1
26.23,89,3.6,1011,0.69,1.6,82.9,0.23,29.77,0.46,0.01,1
28.07,65,3.73,1011,1.0,1.68,133.84,1.65,19.85,0.21,2.05,1
16.67,93,6.17,1016,5.8,11.51,127.16,1.47,78.69,0.58,1.2,2
19.94,85,7.81,1012,19.58,114.32,107.13,1.17,69.97,1.22,0.0,4
20.54,80,7.17,1012,18.81,108.74,106.61,1.19,69.0,1.17,0.0,4
19.81,86,8.17,1012,19.58,114.32,107.13,1.17,69.97,1.22,0.0,4
24.8,78,2.89,1012,18.41,73.06,100.0,0.46,69.07,0.56,0.0,3
24.82,78,2.95,1012,18.41,73.06,100.0,0.46,69.07,0.56,0.0,3
22.76,94,1.05,1013,1.74,2.69,130.07,0.5,14.44,0.1,0.16,1
24.82,94,1.03,1015,2.56,7.52,106.71,1.67,38.35,0.95,0.0,1
24.94,94,1.03,1015,2.56,7.52,106.71,1.67,38.35,0.95,0.0,1
25.02,94,1.03,1015,2.56,7.52,106.71,1.67,38.35,0.95,0.0,1
