temp,humidity,wind,pressure,pm2_5,pm10,co,no2,o3,so2,nh3,aqi
6.38,59,3.16,1008,0.92,1.97,136.2,1.63,81.33,0.38,0.79,2
8.95,71,2.57,1011,2.13,2.79,138.15,2.19,83.41,0.66,0.19,2
17.49,67,4.09,1017,15.81,33.25,167.09,2.95,84.87,0.66,0.0,2
17.81,71,10.43,1011,12.41,29.12,136.14,1.14,94.87,0.86,0.0,2
16.62,68,6.74,1016,8.15,30.11,138.16,1.46,102.36,1.19,0.0,3
15.71,87,2.74,1017,3.54,9.52,113.65,2.11,80.68,3.62,0.22,2
14.23,100,0.0,1017,2.72,5.32,113.4,3.72,75.03,3.31,0.61,2
15.08,94,1.03,1016,1.67,2.67,101.13,1.32,59.74,0.4,0.43,1
18.88,58,3.6,1020,6.36,9.88,166.58,2.56,108.66,1.96,1.36,3
12.3,32,4.63,1009,1.81,2.78,130.24,0.92,100.92,0.7,5.11,3
12.53,41,6.23,1010,1.53,2.44,130.65,0.87,98.33,0.55,4.94,2
11.8,44,6.69,1010,2.33,3.23,132.64,1.04,99.94,0.88,4.79,2
13.88,47,0.51,1016,2.37,3.15,130.73,0.52,123.14,1.5,2.33,3
11.72,62,1.97,1017,2.8,3.7,133.65,0.73,122.87,2.12,2.54,3
13.48,62,1.03,1016,2.88,4.01,132.45,0.79,125.88,1.99,2.34,3
20.98,64,4.63,1015,0.69,1.82,70.44,0.17,29.99,0.13,0.32,1
27.11,70,5.13,1013,0.87,1.38,67.96,0.16,29.77,0.05,0.06,1
21.37,50,3.39,1016,0.5,0.8,64.2,0.09,33.33,0.03,0.11,1
28.98,79,5.66,1011,0.79,2.52,99.2,0.01,8.51,0.06,0.0,1
9.9,62,1.03,1017,4.42,5.23,120.53,0.55,104.53,2.22,2.85,3
9.31,61,2.08,1017,5.05,6.18,123.69,1.01,97.53,2.29,3.77,2
10.64,59,0.52,1017,5.24,6.2,120.79,1.56,92.32,4.34,8.32,2
29.3,42,0.0,1006,16.82,37.51,182.03,0.39,30.07,0.08,1.26,2
28.92,51,4.0,1007,13.91,25.1,167.37,0.48,21.15,0.04,1.79,2
30.57,33,3.94,1006,20.5,43.3,174.8,0.5,23.17,0.05,2.35,2
35.98,52,1.03,1005,13.44,25.49,183.62,0.83,56.24,0.33,1.25,2
41.44,21,3.47,1003,21.62,32.2,188.57,0.43,93.76,0.5,4.31,2
41.58,21,3.0,1003,17.1,22.19,211.4,0.77,93.64,0.56,3.23,2
16.07,18,3.0,1007,1.74,7.46,99.1,0.08,106.28,0.11,0.14,3
14.08,24,2.67,1005,1.13,3.47,108.44,0.15,97.14,0.11,0.32,2
10.97,24,0.97,1010,1.31,2.48,115.39,0.11,103.41,0.85,0.1,3
18.85,94,8.23,1012,33.69,35.65,469.14,52.77,22.72,15.51,0.01,3
18.96,94,8.23,1012,31.11,33.23,428.69,50.13,25.59,12.42,0.01,3
18.82,94,8.23,1012,31.11,33.23,428.69,50.13,25.59,12.42,0.01,3
28.08,70,6.69,1013,3.02,14.94,114.54,0.09,44.05,0.19,0.0,1
24.13,84,2.46,1012,0.91,1.76,114.12,0.63,31.57,0.43,0.01,1
24.34,85,2.39,1012,0.94,1.86,114.09,0.62,30.12,0.43,0.05,1
24.12,85,2.41,1012,0.94,1.86,114.09,0.62,30.12,0.43,0.05,1
17.96,72,6.8,1011,35.46,160.36,114.74,0.2,83.87,1.23,0.02,4
16.93,82,6.69,1014,4.37,20.21,114.48,0.61,93.38,1.23,0.0,2
28.59,29,3.07,1008,58.22,280.74,107.66,0.13,51.63,0.05,0.14,5
16.34,67,3.6,1018,3.03,6.91,129.21,0.35,119.0,2.64,0.29,3
16.22,67,3.6,1018,3.03,6.91,129.21,0.35,119.0,2.64,0.29,3
15.99,67,3.6,1018,3.03,6.91,129.21,0.35,119.0,2.64,0.29,3
28.57,82,5.71,1013,1.51,4.23,64.79,0.06,55.11,0.14,0.0,1
26.59,81,1.79,1013,1.39,3.74,64.59,0.04,55.11,0.12,0.0,1
27.54,81,1.79,1013,1.39,3.74,64.59,0.04,55.11,0.12,0.0,1
31.97,74,3.6,1009,0.5,0.5,101.86,0.02,17.02,0.01,0.0,1
21.68,58,2.66,1017,0.68,1.07,71.19,0.1,31.27,0.03,0.05,1
19.41,75,3.33,1018,0.65,1.44,76.51,0.13,31.48,0.06,0.05,1
18.63,83,4.11,1016,0.62,1.0,76.06,0.24,30.87,0.04,0.2,1
18.83,48,0.0,1012,10.43,13.28,242.82,9.39,53.24,2.47,25.64,2
14.39,86,2.06,1014,7.01,20.0,138.3,0.41,110.51,1.04,0.08,3
18.97,48,0.0,1012,8.87,10.77,209.18,6.42,54.5,1.56,15.88,1
34.03,69,2.06,1007,4.98,5.23,235.22,1.63,50.69,1.0,0.24,1
31.94,73,4.63,1006,2.37,2.89,124.75,0.21,20.89,0.12,1.25,1
34.8,57,1.88,1007,3.63,3.81,227.85,1.3,43.35,0.47,0.3,1
18.44,91,3.58,1024,1.51,3.99,77.37,0.47,45.78,0.32,0.13,1
18.62,91,3.06,1024,1.51,3.99,77.37,0.47,45.78,0.32,0.13,1
25.37,66,4.44,1014,2.81,9.77,68.77,0.04,44.32,0.13,0.02,1
23.05,70,5.47,1018,1.17,6.87,60.08,0.05,47.67,0.13,0.0,1
22.06,75,3.03,1018,1.17,6.87,60.08,0.05,47.67,0.13,0.0,1
22.75,78,3.19,1018,1.18,6.82,60.03,0.05,47.88,0.13,0.0,1
31.36,9,4.25,1007,31.73,94.97,182.61,0.86,40.7,0.28,1.66,3
30.77,11,2.88,1007,55.27,171.38,323.32,1.64,39.45,0.84,3.98,4
30.87,12,1.02,1007,98.14,233.95,1121.67,9.16,52.56,4.64,11.98,5
28.55,79,6.32,1009,1.49,5.52,80.9,0.07,27.49,0.14,0.27,1
28.23,44,6.4,1008,20.25,60.82,292.45,2.34,28.49,0.88,3.33,3
26.4,86,2.54,1010,3.89,11.85,172.63,1.75,24.0,0.72,1.8,1
24.21,75,3.58,1012,5.47,6.53,108.24,0.42,43.92,4.53,0.0,1
23.56,76,0.49,1011,5.44,7.38,102.38,0.32,42.52,0.69,0.0,1
25.86,73,6.71,1012,4.38,5.37,108.54,0.44,41.44,1.22,0.0,1
7.73,94,3.6,1026,13.21,17.51,205.27,28.52,45.75,3.56,7.92,2
7.79,82,4.47,1026,9.96,14.25,196.45,29.47,43.33,4.32,6.85,1
8.5,92,3.6,1026,12.77,17.0,197.86,30.83,47.33,3.91,8.47,2
11.13,57,1.02,1017,0.77,1.48,131.41,4.69,63.54,1.52,0.8,2
6.27,87,4.12,1024,1.03,3.48,131.57,0.41,107.73,0.65,0.0,3
5.76,89,1.79,1019,0.5,0.62,119.32,0.29,84.69,0.27,0.13,2
29.25,45,2.57,1008,104.1,137.94,483.66,2.4,204.83,14.08,12.96,5
32.31,20,4.03,1008,98.13,138.19,567.53,2.76,218.82,12.36,22.89,5
40.57,15,2.51,1005,129.13,169.25,651.63,3.86,249.52,17.82,24.44,5
12.76,71,3.09,1024,0.5,0.92,61.98,0.28,55.7,0.07,0.07,1
11.52,79,2.06,1025,1.39,2.47,66.45,0.97,50.58,0.29,0.29,1
9.02,91,1.03,1026,0.67,1.33,61.37,0.69,41.32,0.32,0.2,1
30.86,28,3.07,1009,32.72,119.62,105.03,0.43,88.01,0.85,0.02,4
32.79,43,3.91,1009,33.07,124.78,103.87,0.39,85.63,0.7,0.04,4
30.86,28,3.07,1009,32.46,118.98,105.09,0.42,87.87,0.79,0.03,4
24.4,89,0.45,1011,2.27,3.07,122.63,1.14,37.79,0.29,1.85,1
24.26,89,1.79,1011,2.09,2.88,131.56,1.42,35.08,0.38,1.78,1
24.43,89,1.79,1012,2.09,2.88,131.56,1.42,35.08,0.38,1.78,1
20.5,84,4.63,1013,4.82,15.64,67.86,0.05,44.9,0.32,0.0,1
21.1,83,4.63,1013,4.82,15.64,67.86,0.05,44.9,0.32,0.0,1
13.12,71,1.54,1018,7.97,12.65,77.71,1.02,57.04,1.49,0.0,1
24.9,73,1.34,1013,0.55,2.43,63.85,0.02,41.98,0.01,0.0,1
24.96,73,1.34,1013,0.56,2.39,64.11,0.02,40.9,0.01,0.0,1
24.8,73,1.34,1013,0.54,2.3,63.81,0.02,42.14,0.01,0.0,1
27.28,86,7.34,1009,4.61,21.28,60.14,0.04,47.72,0.23,0.0,2
25.13,80,1.89,1011,0.78,0.98,55.01,0.07,7.88,0.05,0.01,1
27.63,87,0.85,1010,2.91,3.28,70.78,0.05,7.85,4.66,0.0,1
35.54,44,3.6,1008,44.35,50.88,328.7,1.22,161.59,6.55,1.72,4
33.05,58,3.09,1009,26.19,28.22,252.21,1.77,66.19,0.87,4.68,3
36.14,47,4.12,1008,49.95,57.09,324.47,1.11,166.65,6.92,1.4,4
37.99,23,2.06,1004,29.39,51.43,243.88,1.35,130.26,3.31,7.02,3
33.09,49,6.17,1008,33.32,74.39,105.53,0.05,46.98,0.27,0.0,3
31.08,42,5.14,1007,4.77,18.19,174.94,1.05,87.22,0.28,3.81,2
10.65,44,4.63,1013,4.67,7.0,155.79,5.31,72.99,3.57,8.23,2
12.6,67,5.02,1016,5.01,6.88,134.76,2.33,87.48,1.92,3.29,2
10.48,74,8.23,1019,10.21,14.03,144.07,4.53,72.91,2.18,3.09,2
23.34,83,1.54,1012,1.57,6.16,102.38,0.14,60.27,0.18,0.04,2
23.01,87,1.54,1013,1.49,5.89,102.27,0.14,58.9,0.18,0.03,1
22.9,82,1.54,1013,1.48,5.82,102.15,0.15,58.53,0.18,0.03,1
19.07,52,3.16,1012,12.48,42.83,118.83,1.37,98.15,0.85,8.74,2
17.68,55,2.92,1012,10.34,38.4,116.71,0.84,97.72,0.64,6.06,2
19.32,52,3.26,1012,12.48,42.83,118.83,1.37,98.15,0.85,8.74,2
13.1,83,1.54,1017,1.72,6.05,118.67,1.29,99.35,1.05,0.0,2
11.81,94,2.06,1017,3.41,10.17,122.79,2.81,93.33,1.51,0.89,2
12.86,82,0.23,1018,4.57,12.86,123.8,2.51,94.05,1.74,1.34,2
22.45,98,5.14,1013,2.31,2.37,119.15,1.65,6.93,0.4,0.15,1
21.33,94,1.03,1014,8.2,8.94,325.22,4.8,2.9,0.46,0.94,1
22.37,98,5.14,1013,2.59,2.66,122.22,1.87,6.15,0.36,0.16,1
27.97,47,5.66,1010,29.45,108.21,146.68,5.21,122.79,14.19,0.0,4
27.9,47,5.66,1010,29.45,108.21,146.68,5.21,122.79,14.19,0.0,4
28.03,47,5.66,1010,28.98,101.3,150.37,7.07,122.71,16.33,0.0,4
29.81,66,8.75,1014,1.45,4.85,64.31,0.03,58.65,0.14,0.01,1
27.57,66,1.68,1014,1.66,6.22,63.86,0.03,61.55,0.14,0.0,2
28.82,70,9.26,1013,1.43,5.28,63.89,0.02,60.69,0.12,0.0,2
15.27,49,1.03,1011,6.95,8.52,133.45,1.23,91.78,2.06,4.77,2
11.37,38,7.72,1010,3.82,5.09,137.82,1.58,85.86,0.74,5.86,2
13.25,60,4.28,1012,7.23,8.97,147.24,2.64,85.33,1.53,3.29,2
12.6,57,4.12,1015,7.25,8.53,127.09,1.56,98.27,3.22,4.23,2
10.99,58,0.51,1016,7.09,9.54,147.76,3.55,83.77,2.25,3.69,2
12.01,55,1.34,1016,6.3,7.67,126.87,1.68,76.81,1.89,4.66,2
2.99,50,6.74,998,0.5,0.5,138.83,1.83,80.04,1.44,0.37,2
6.11,65,6.0,1002,0.53,1.11,138.32,1.42,78.19,0.54,0.39,2
14.87,44,8.0,1016,1.17,1.39,133.44,0.16,96.82,0.26,0.22,2
19.85,83,1.54,1014,1.8,5.09,123.85,0.79,21.74,0.22,0.56,1
21.39,71,0.79,1013,2.54,5.32,140.05,0.82,11.23,0.22,0.52,1
18.96,82,1.66,1015,1.77,4.18,126.15,0.9,15.89,0.21,0.54,1
33.0,48,2.36,1007,22.02,54.66,105.92,3.07,100.95,8.04,0.0,3
25.25,43,7.52,1012,22.88,103.6,161.97,0.7,97.35,0.43,0.0,4
29.58,42,2.44,1007,63.44,106.39,133.31,8.41,89.15,37.34,0.0,4
27.41,86,1.18,1011,0.5,0.62,65.05,0.02,19.03,0.01,0.0,1
26.83,88,1.13,1011,0.5,0.62,65.05,0.02,19.03,0.01,0.0,1
27.64,83,1.24,1011,0.5,0.56,66.22,0.02,15.87,0.01,0.0,1
31.0,74,3.6,1008,0.54,0.76,74.3,0.13,15.53,0.14,0.0,1
31.76,5,4.27,1008,24.81,123.63,110.01,0.13,101.58,0.3,1.22,4
31.6,5,4.24,1008,24.26,120.5,109.16,0.13,102.0,0.28,1.21,4
31.65,5,4.19,1008,24.26,120.5,109.16,0.13,102.0,0.28,1.21,4
9.47,61,5.14,1013,0.5,0.76,136.44,1.49,91.85,0.52,0.5,2
10.21,66,3.6,1016,6.81,9.49,145.95,11.45,54.53,3.22,0.52,1
10.93,81,4.59,1016,3.56,6.7,139.78,4.14,70.23,1.37,3.52,2
32.33,68,5.66,1006,2.34,3.28,125.77,0.3,20.92,0.21,3.27,1
31.66,72,4.63,1006,2.34,3.28,125.77,0.3,20.92,0.21,3.27,1
31.63,72,4.63,1006,2.34,3.28,125.77,0.3,20.92,0.21,3.27,1
11.3,73,1.03,1019,11.05,12.97,160.19,4.69,61.36,0.96,4.03,2
13.9,48,2.68,1019,12.19,14.88,157.08,5.53,45.36,0.31,3.35,2
13.01,45,1.02,1019,13.16,15.37,159.18,5.45,83.69,1.21,4.25,2
12.03,56,5.14,1018,7.83,10.13,164.98,5.26,67.83,1.2,8.27,2
12.37,45,4.12,1014,9.32,11.74,142.07,1.7,68.35,1.2,10.48,2
12.44,59,5.14,1018,7.83,10.13,164.98,5.26,67.83,1.2,8.27,2
25.08,73,2.83,1011,9.98,77.96,100.73,0.61,67.19,0.7,0.0,3
22.09,93,0.92,1011,12.91,82.86,98.94,0.48,50.36,0.45,0.0,3
21.55,97,1.16,1012,13.55,72.27,104.14,0.5,45.53,0.39,0.0,3
20.14,90,4.02,1012,6.44,26.19,108.21,0.93,78.12,1.34,0.0,2
19.21,66,5.01,1011,13.25,75.2,117.22,0.85,69.65,0.84,0.47,3
20.11,90,4.02,1012,6.67,26.86,107.88,1.27,77.21,1.54,0.0,2
27.85,75,2.92,1010,1.15,1.96,65.7,0.04,22.63,0.03,0.04,1
26.36,45,5.28,1010,1.03,3.01,95.14,0.4,16.71,0.07,2.75,1
26.36,49,6.77,1011,0.53,1.99,70.26,0.1,15.29,0.02,0.43,1
22.78,96,2.35,1011,0.5,0.5,77.72,0.23,2.88,0.05,0.01,1
21.95,100,0.88,1011,0.53,0.54,63.22,0.17,2.04,0.04,0.01,1
29.07,55,2.48,1009,1.76,2.88,158.04,0.72,23.26,0.09,0.63,1
30.92,48,3.67,1008,0.77,1.87,108.14,0.19,18.12,0.01,0.63,1
26.51,64,1.88,1010,4.43,5.98,161.3,0.28,16.83,0.05,0.42,1
27.35,82,3.0,1010,1.43,2.29,85.69,0.06,30.83,0.04,0.0,1
21.72,81,1.35,1012,9.57,10.11,120.33,0.19,53.41,0.55,0.0,1
21.74,81,0.95,1012,9.57,10.11,120.33,0.19,53.41,0.55,0.0,1
24.43,87,0.86,1011,12.43,13.69,115.67,0.23,50.85,2.16,0.0,2
18.06,54,3.3,1012,10.47,13.71,119.52,1.35,99.08,7.45,2.15,2
20.63,32,0.89,1012,7.99,12.09,129.2,5.04,107.79,7.61,4.72,3
18.65,33,2.12,1012,12.01,14.3,134.68,15.53,91.54,20.79,16.21,2
14.17,88,0.94,1025,1.09,3.91,67.11,1.31,37.84,0.62,0.63,1
10.99,95,0.51,1026,1.01,2.95,66.55,1.64,38.85,2.27,0.37,1
23.78,82,7.35,1013,2.85,7.07,115.74,0.27,94.49,0.27,0.0,2
30.98,45,1.03,1006,19.22,58.25,221.42,0.95,26.24,0.32,2.12,3
30.58,45,3.38,1007,2.18,3.3,139.01,0.13,15.77,0.01,0.53,1
32.53,9,6.59,1007,24.78,84.15,112.73,0.24,45.25,0.08,0.61,3
28.36,79,6.82,1009,1.21,3.09,94.37,0.39,26.05,0.33,0.44,1
26.11,75,1.32,1009,4.35,6.36,141.83,1.59,17.41,0.5,0.9,1
27.48,70,1.33,1009,4.03,5.37,140.26,1.41,23.07,0.42,0.6,1
37.42,50,5.67,1007,7.38,9.48,154.46,0.48,63.01,0.21,0.67,2
36.75,48,5.14,1007,8.02,10.16,156.64,0.7,59.04,0.28,0.63,1
38.6,45,5.14,1007,7.78,9.95,163.8,0.66,63.39,0.3,0.8,2
25.06,44,2.0,1012,2.8,10.19,174.51,0.18,91.04,0.18,1.3,2
21.19,55,4.36,1015,1.42,2.03,109.94,0.05,83.88,0.34,2.47,2
21.06,49,6.38,1014,1.72,2.64,120.25,0.11,74.22,1.11,8.5,2
26.16,90,1.86,1009,0.5,0.65,92.69,0.65,25.94,0.13,0.1,1
27.24,84,1.76,1009,1.21,3.8,94.89,0.74,31.1,0.21,0.11,1
28.06,76,2.69,1009,1.47,5.3,70.78,0.15,36.95,0.14,0.04,1
25.9,34,5.14,1009,7.06,14.59,134.62,2.37,119.19,1.16,3.07,3
26.99,47,5.14,1011,13.22,68.87,136.91,0.18,102.04,0.32,0.99,3
25.97,47,5.14,1011,35.82,189.24,121.84,0.13,88.85,0.17,1.49,4
16.8,59,1.54,1019,4.46,10.71,149.81,2.32,75.97,1.33,1.67,2
16.08,67,3.6,1018,9.57,26.12,136.41,0.8,104.58,0.77,0.14,3
16.88,59,5.14,1018,5.66,23.0,141.59,1.28,99.12,0.74,0.95,2
26.78,82,7.44,1015,2.09,7.99,65.87,0.04,40.76,0.07,0.0,1
12.75,76,4.63,1014,13.47,15.5,144.64,2.6,79.79,3.55,8.78,2
8.45,58,1.66,1013,3.14,3.47,126.41,1.02,86.43,0.44,5.36,2
11.86,71,1.26,1015,5.1,5.97,127.46,1.6,84.18,2.77,2.88,2
23.48,89,0.0,1011,1.2,2.63,122.23,0.25,9.43,0.02,0.35,1
23.37,89,1.85,1010,1.14,2.18,124.23,0.2,10.82,0.02,0.36,1
23.34,89,1.85,1010,1.14,2.18,124.23,0.2,10.82,0.02,0.36,1
20.22,85,5.66,1011,8.45,9.35,319.78,22.6,34.8,20.84,2.86,2
20.32,85,5.66,1011,8.45,9.35,319.78,22.6,34.8,20.84,2.86,2
22.28,91,3.6,1012,12.12,15.94,364.28,29.09,52.26,14.01,2.56,2
27.93,70,4.67,1011,1.57,2.34,74.09,0.2,20.78,0.03,0.09,1
24.08,51,4.71,1011,1.07,2.17,85.35,0.26,29.81,0.07,0.4,1
22.4,64,2.89,1014,0.61,1.04,73.19,0.1,39.15,0.02,0.14,1
8.52,43,0.45,1007,0.94,1.47,131.49,0.76,85.82,0.3,4.22,2
2.86,84,7.01,1001,0.54,0.62,142.22,0.8,89.49,1.41,1.16,2
10.98,45,3.83,1010,1.58,2.6,132.26,0.68,87.26,0.38,5.09,2
21.24,89,1.36,1011,1.09,2.0,105.96,1.03,21.63,0.14,1.74,1
20.98,91,1.31,1012,1.09,2.0,105.96,1.03,21.63,0.14,1.74,1
21.12,92,0.91,1011,1.09,1.88,100.8,0.87,21.4,0.13,1.86,1
16.05,37,2.57,1008,12.16,15.3,258.42,16.95,44.36,0.83,0.82,2
15.71,71,1.54,1013,7.4,19.02,145.34,0.59,107.87,1.36,0.02,3
16.36,36,2.57,1008,10.94,14.02,241.58,14.29,48.38,0.79,0.7,2
12.82,88,1.54,1019,2.38,5.7,81.87,0.47,48.08,0.94,0.2,1
15.35,91,2.24,1017,10.05,12.32,152.26,2.33,34.55,0.38,0.21,2
13.75,78,2.5,1018,11.12,14.15,148.86,1.92,25.21,0.18,0.1,2
25.22,34,1.39,1013,1.57,3.86,126.58,0.18,95.52,0.19,1.55,2
24.93,47,1.24,1015,1.12,1.35,95.15,0.02,72.09,0.25,2.12,2
24.17,43,1.67,1014,1.72,2.57,107.65,0.14,78.21,0.3,2.6,2
24.52,83,3.36,1011,1.19,4.63,115.89,0.38,21.89,0.28,0.01,1
25.1,82,3.88,1011,1.15,4.69,115.22,0.3,21.69,0.26,0.02,1
22.6,79,0.45,1013,3.01,3.7,168.99,5.51,27.0,2.7,3.99,1
26.01,77,3.45,1010,2.95,3.1,143.16,1.84,22.31,0.22,3.89,1
24.19,94,1.95,1012,7.01,7.47,183.86,4.12,31.98,1.71,4.93,1
21.75,94,2.57,1012,0.64,2.34,98.38,0.16,51.18,0.14,0.0,1
23.85,83,1.54,1012,1.05,3.95,100.63,0.17,55.99,0.21,0.01,1
35.01,46,3.6,1007,12.08,15.58,200.6,1.92,76.96,1.74,2.57,2
29.0,66,2.88,1011,32.85,35.15,601.75,15.14,27.82,4.97,6.45,3
27.99,65,2.57,1011,31.8,34.12,392.76,7.71,61.78,4.25,4.83,3
24.1,100,1.54,1014,2.17,5.48,64.62,0.05,28.68,1.19,0.0,1
26.62,74,6.24,1012,1.13,4.28,63.3,0.02,19.51,0.04,0.0,1
10.29,59,0.89,1015,5.13,6.42,129.66,1.39,101.58,1.65,7.75,3
12.14,63,1.65,1017,4.34,6.69,143.86,3.8,75.94,1.28,7.22,2
11.02,64,1.73,1016,5.08,6.52,134.52,2.11,96.19,1.24,6.05,2
22.96,25,1.25,1012,17.41,47.87,102.27,0.77,67.02,3.37,1.0,2
28.41,78,8.53,1009,9.82,32.43,96.15,0.53,57.23,0.73,0.0,2
26.19,45,3.7,1011,9.87,28.48,97.24,0.94,62.88,1.82,0.0,2
29.89,74,3.6,1010,1.77,7.47,67.91,0.05,34.74,0.17,0.06,1
29.84,74,3.6,1010,1.77,7.47,67.91,0.05,34.74,0.17,0.06,1
29.76,74,3.6,1010,1.77,7.47,67.91,0.05,34.74,0.17,0.06,1
11.03,99,0.45,1024,3.17,4.03,93.45,11.47,25.62,7.76,0.1,1
17.12,66,2.24,1011,4.0,13.28,73.05,0.9,47.67,0.89,0.07,1
20.29,65,0.45,1024,2.31,7.02,89.98,1.38,52.68,1.59,0.29,1
18.3,72,5.63,1018,0.98,1.42,84.44,0.25,24.89,0.19,0.21,1
19.77,70,4.52,1016,1.2,1.93,80.92,0.16,29.73,0.24,0.23,1
20.86,72,8.94,1016,1.05,1.73,77.97,0.16,30.89,0.22,0.22,1
17.66,81,5.92,1019,0.5,0.53,67.71,0.33,28.55,0.19,0.11,1
13.85,90,6.5,1022,0.5,0.53,66.63,0.36,35.83,0.11,0.04,1
17.86,69,5.53,1020,0.5,0.53,65.68,0.36,28.32,0.19,0.11,1
12.43,88,1.34,1018,6.66,13.63,130.48,5.61,78.09,0.76,59.87,2
12.65,88,1.34,1018,6.66,13.63,130.48,5.61,78.09,0.76,59.87,2
30.84,44,3.26,1011,26.98,109.92,180.81,11.42,81.51,2.5,0.64,4
30.02,48,1.54,1012,31.53,141.44,140.08,1.29,106.08,0.34,0.26,4
31.0,45,2.06,1011,28.17,108.64,200.41,17.21,70.89,3.92,1.19,4
18.11,48,0.89,1017,3.41,6.9,296.72,1.64,56.92,0.15,2.14,1
27.59,25,2.04,1013,5.93,23.84,172.69,0.5,59.49,0.03,0.39,2
30.75,10,6.71,1014,1.86,4.26,91.28,0.1,81.55,0.16,0.86,2
23.99,83,1.54,1012,2.04,4.29,134.47,1.77,47.08,1.32,0.14,1
7.51,81,1.54,1015,7.19,11.73,139.39,2.66,117.83,2.34,2.76,3
8.23,74,1.22,1015,7.1,11.14,143.52,2.99,121.21,2.31,2.53,3
11.95,67,2.07,1015,7.58,13.71,145.16,2.36,123.46,2.2,2.4,3
6.09,87,2.06,1015,5.61,11.74,122.95,1.5,92.64,0.42,3.07,2
-2.16,100,0.51,1018,0.63,1.17,106.59,0.37,94.69,0.18,1.3,2
6.22,84,3.64,1016,3.13,5.05,122.09,2.23,65.74,0.25,4.77,2
24.0,94,2.57,1010,6.65,18.46,84.31,0.04,33.6,0.17,0.0,1
13.92,100,2.06,1015,20.94,79.84,78.13,0.47,18.93,0.06,0.23,3
15.89,94,3.09,1015,1.5,1.75,81.1,0.66,17.13,0.04,0.18,1
16.73,91,0.51,1016,20.81,26.02,422.48,17.6,18.37,1.2,0.23,2
14.45,100,3.09,1016,9.17,12.72,239.69,5.22,32.04,0.25,0.95,1
17.47,87,1.54,1012,35.0,45.94,557.12,11.43,38.17,1.51,2.51,3
8.95,69,5.14,1017,11.67,14.24,180.1,7.84,48.07,0.53,7.84,2
2.82,87,1.03,1016,19.31,24.05,196.94,10.6,48.8,0.86,11.49,2
5.55,85,2.57,1017,10.11,11.36,152.71,4.14,68.15,0.61,12.79,2
23.74,62,5.66,1027,6.89,9.42,75.16,1.43,72.59,2.86,0.01,2
25.64,36,8.23,1023,6.24,10.7,87.35,1.23,73.94,1.29,0.41,2
18.99,91,2.06,1023,1.14,2.33,63.14,0.1,46.26,0.08,0.05,1
26.72,81,5.36,1010,2.71,6.28,122.73,3.54,34.54,3.15,0.97,1
26.66,82,5.36,1010,2.71,6.28,122.73,3.54,34.54,3.15,0.97,1
26.53,83,5.36,1010,2.71,6.28,122.73,3.54,34.54,3.15,0.97,1
13.03,76,4.12,1014,1.87,6.11,130.81,1.09,104.51,0.54,4.36,3
11.86,77,6.35,1014,1.96,6.49,131.89,1.35,102.51,0.58,4.55,3
9.48,87,4.12,1016,6.35,11.46,115.97,3.28,45.18,0.61,11.54,1
1.95,100,1.03,1019,4.8,6.24,127.53,1.91,57.94,1.17,4.5,1
2.74,87,1.54,1017,8.02,9.54,130.49,2.38,77.36,0.87,28.11,2
5.61,89,1.07,1019,6.32,7.74,130.96,2.14,54.48,0.67,9.63,1
26.27,89,2.57,1012,1.6,7.27,114.78,0.07,21.6,0.15,0.0,1
32.99,58,4.63,1009,24.37,42.37,146.47,0.61,75.22,1.07,2.11,2
30.91,74,3.6,1010,13.79,27.27,119.41,0.04,54.92,0.13,0.0,2
33.0,58,4.63,1009,25.41,43.66,152.47,0.79,76.73,1.34,2.61,3
4.12,92,1.54,1021,31.07,34.46,188.3,10.31,29.44,0.26,8.97,3
5.54,95,2.06,1021,28.03,32.17,202.4,19.03,26.53,0.69,9.19,3
5.62,96,1.48,1021,32.03,36.84,234.9,17.74,32.37,0.89,7.17,3
28.85,49,5.56,1006,2.2,3.27,145.81,0.71,21.75,0.06,1.11,1
28.25,65,4.63,1008,1.66,2.8,154.38,0.67,22.65,0.06,1.96,1
28.84,55,8.33,1006,2.07,3.36,151.56,0.54,21.39,0.06,1.48,1
9.88,49,2.57,1017,8.47,10.13,126.45,2.07,50.56,0.8,10.5,1
10.11,81,2.06,1015,8.39,9.86,128.4,1.37,67.62,0.61,24.08,2
9.96,76,1.54,1015,6.83,8.39,122.16,2.21,48.81,0.36,7.11,1
25.98,50,5.14,1013,73.89,207.11,191.08,9.51,120.36,16.6,0.0,5
25.97,50,5.14,1013,81.56,240.08,176.53,10.3,118.44,15.95,0.0,5
25.79,59,6.58,1013,79.65,241.28,173.31,10.41,114.11,17.17,0.0,5
19.84,94,2.06,1014,1.36,2.1,86.17,0.57,17.82,0.07,0.4,1
15.22,85,1.19,1015,2.2,3.57,114.54,1.39,41.41,0.26,2.07,1
14.03,89,0.74,1015,4.17,7.59,214.16,2.54,35.52,0.61,4.34,1
28.99,84,5.66,1009,0.79,2.11,103.75,0.06,30.67,0.09,0.1,1
28.92,84,5.66,1009,0.8,2.02,103.37,0.08,31.22,0.09,0.07,1
28.9,83,2.9,1009,0.73,1.97,102.49,0.05,30.55,0.08,0.1,1
35.03,46,4.12,1009,1.15,1.34,121.81,0.08,37.13,0.06,0.59,1
34.99,46,4.12,1009,1.15,1.34,121.81,0.08,37.13,0.06,0.59,1
35.0,46,4.12,1009,0.86,0.99,119.58,0.05,33.11,0.04,0.39,1
